,Unnamed: 0,Name,RAdeg,DEdeg,z,MSZ,MCXC,RedMAPPer,pix,theta,phi
172,263,PSZ2 G063.91-16.75,313.2397641,17.8935643,0.39299999999999996,5.610311,            ,                    ,35,1.1154824551569544,-0.2923748985333748
173,264,PSZ2 G064.11-53.72,342.2957577,-5.4467455000000005,0.245236,4.475352,            ,RMJ224906.4-052710.7,33,1.1190452000510045,-0.9376315381995876
174,266,PSZ2 G065.28+44.53,246.0750676,41.2470229,0.1825,3.8969339999999995,J1624.2+4114,RMJ162414.0+411437.6,1,1.1394628858492895,0.7772607319728815
175,267,PSZ2 G065.32-64.84,351.31886529999997,-12.1252103,0.0852,2.483537,J2325.3-1207,                    ,32,1.140107718793663,-1.1317085651342762
176,269,PSZ2 G065.45+78.10,204.8179927,33.0101594,0.273,4.06576,            ,                    ,3,1.142339805578723,1.3632452599169051
177,270,PSZ2 G065.79+41.80,249.7167852,41.599045700000005,0.336,5.225,            ,RMJ163851.8+413737.1,1,1.1482784188110273,0.7296417416587271
178,271,PSZ2 G065.81-83.77,7.150380900000001,-23.6318667,0.11199999999999999,2.8318220000000003,J0028.6-2338,                    ,32,1.1486376697292788,-1.462062696937308
179,272,PSZ2 G065.89+31.59,263.2231425,40.6418519,0.1329,2.736139,            ,                    ,1,1.1500317622454967,0.551464986567127
180,273,PSZ2 G066.01-23.30,319.89343019999995,15.411181400000002,0.248,4.345807,            ,                    ,33,1.1520987873632418,-0.4066998245681971
181,274,PSZ2 G066.19+12.86,286.06699879999996,35.269661,0.2462,4.436603,            ,                    ,22,1.1553385028674872,0.2245217085701603
182,275,PSZ2 G066.26+20.82,276.851052,38.2586811,0.278,4.1344769999999995,            ,                    ,1,1.156547991845482,0.36345095642460346
183,277,PSZ2 G066.41+27.03,269.20189589999995,40.1327287,0.5760000000000001,7.698463,            ,                    ,1,1.159078083622992,0.4718945735752195
184,279,PSZ2 G066.68+68.44,215.43202680000002,37.2821195,0.163008,3.788265,J1421.6+3717,RMJ142140.1+371728.7,3,1.1638465794629778,1.1946605443147487
185,282,PSZ2 G067.17+67.46,216.50321409999998,37.8159672,0.1712,7.2358899999999995,J1426.0+3749,RMJ142556.7+374859.2,3,1.1724974110015436,1.1774564878453577
186,284,PSZ2 G067.36+10.74,289.00954289999993,35.4125686,0.209,6.225169,J1916.1+3525,                    ,22,1.17574749360323,0.1876152285440164
187,285,PSZ2 G067.52+34.75,259.3134121,42.4617716,0.1754,4.537866,J1717.3+4226,RMJ171706.8+422517.3,1,1.1785486000083878,0.6066569485848691
188,287,PSZ2 G067.89-32.29,328.0099381,10.8046178,0.19448,3.842075,            ,                    ,33,1.1849731445277134,-0.5636822452866391
189,288,PSZ2 G068.22+15.18,284.3945165,38.004976899999996,0.0567,2.174992,J1857.6+3800,                    ,22,1.1907978093823366,0.2650701794576888
190,289,PSZ2 G068.36+81.81,200.6945938,31.656538399999995,0.3083,6.600488,J1322.8+3138,RMJ132248.8+313917.8,3,1.1932462558852606,1.4278896022451142
191,290,PSZ2 G068.49-39.12,333.4279667,6.533125,0.390731,5.383282,            ,RMJ221345.3+063210.5,33,1.1954732828284438,-0.6829295096786882
192,291,PSZ2 G068.61-46.60,338.9268353,1.4494357,0.0594,1.9290439999999998,J2235.6+0128,RMJ223540.8+012905.6,33,1.1975294954092424,-0.8134299526185614
193,295,PSZ2 G069.66-79.26,3.6923231,-20.414874899999997,0.317,5.917576,            ,                    ,32,1.215964940571302,-1.3833868926808304
194,296,PSZ2 G069.92-18.90,318.8034815,21.030894500000002,0.308,5.562441000000001,            ,                    ,20,1.2203645939607084,-0.32993192641206576
195,297,PSZ2 G070.08-31.79,328.9193863,12.5150368,0.192,4.956601999999999,J2155.6+1232,                    ,33,1.223288122070333,-0.5548466981257272
196,298,PSZ2 G070.89+49.26,239.1790898,44.6532638,0.61,6.460897,            ,RMJ155651.7+443748.4,1,1.2374235129017428,0.8598158144875689
197,299,PSZ2 G071.21+28.86,268.0130179,44.6695239,0.366,6.74745,            ,                    ,1,1.2429488488579514,0.5037819910046244
198,300,PSZ2 G071.39+59.54,225.3359378,42.346430100000006,0.2917,5.869358999999999,J1501.3+4220,                    ,1,1.2459929169333686,1.0393300222649695
199,301,PSZ2 G071.63+29.78,266.825672,45.1898781,0.1565,4.130355000000001,J1747.2+4512,                    ,1,1.250197964897602,0.5198374557622877
200,304,PSZ2 G072.40-78.45,3.4305392999999995,-19.4861857,0.094,2.756623,J0013.6-1930,                    ,32,1.2636561900039156,-1.369372656868745
201,305,PSZ2 G072.59-43.25,338.5627879,5.8108172,0.159,4.287392,            ,RMJ223423.6+055017.8,33,1.267103951341343,-0.7550195874641802
202,306,PSZ2 G072.62+41.46,250.0941403,46.7102778,0.228,11.691892,J1640.3+4642,RMJ164019.8+464241.5,1,1.2675746026383243,0.7237214129334859
203,307,PSZ2 G072.79-18.73,320.5962522,23.1866964,0.14300000000000002,6.169773,            ,                    ,20,1.270446114764132,-0.3269671563266829
204,308,PSZ2 G072.80-41.12,337.19373210000003,7.4599503,0.372969,5.161725,            ,RMJ222850.0+072735.1,33,1.2706339219171603,-0.7178053802965485
205,310,PSZ2 G073.31+67.52,215.1737162,39.924481899999996,0.609,6.744055,            ,RMJ142040.4+395510.4,3,1.2796025637936757,1.1785518387550284
206,311,PSZ2 G073.38-80.01,4.7635198,-20.420162,0.2773,5.607659,J0019.0-2026,                    ,32,1.2808802669688508,-1.3964583102836334
207,312,PSZ2 G073.64+36.50,257.3828937,47.547488200000004,0.56,6.0507349999999995,            ,                    ,1,1.2852686134045814,0.6370642540739719
208,313,PSZ2 G073.82-54.92,347.0908837,-2.1956241000000003,0.2966,5.520188,J2308.3-0211,RMJ230822.2-021131.8,33,1.2885263625702277,-0.9585622959067535
209,314,PSZ2 G073.97-27.82,328.423334,17.6985826,0.2329,9.799097999999999,J2153.5+1741,RMJ215336.8+174143.7,33,1.2911636970600275,-0.4856439473228046
210,315,PSZ2 G074.08-54.68,347.0460125,-1.9213273000000002,0.3047,5.396808999999999,            ,RMJ230800.7-015543.3,33,1.293101102313253,-0.9544905130363617
211,316,PSZ2 G074.37+71.11,210.9113603,38.4696992,0.484519,5.752661,            ,RMJ140344.1+382703.9,3,1.2981124664507295,1.241200854010344
212,317,PSZ2 G074.75-24.59,326.53730319999994,20.4777775,0.25,5.025205000000001,            ,                    ,20,1.3047919414553237,-0.4293338460993576
213,319,PSZ2 G075.11-58.83,350.234423,-4.6444394,0.189212,3.343928,            ,RMJ232054.2-043402.4,33,1.3109669255517697,-1.0269424119668171
214,320,PSZ2 G075.30+37.21,256.3470249,48.8896501,0.2691,4.502697,            ,                    ,1,1.3142987686108192,0.6494860629306992
215,321,PSZ2 G075.71+13.51,290.28985939999995,43.9748641,0.0557,8.735104,J1921.1+4357,                    ,23,1.321462727146647,0.23596557063878243
216,323,PSZ2 G076.18-47.30,343.15832400000005,4.4977045,0.6659999999999999,6.333330999999999,            ,                    ,33,1.3296121830934935,-0.8255550060642105
217,324,PSZ2 G076.44+23.53,277.0514081,48.06005,0.16899999999999998,3.133843,            ,                    ,23,1.3341371678461,0.41083582329379326
218,328,PSZ2 G077.20-65.45,355.33439669999996,-9.0186163,0.251,4.110028,J2341.2-0901,RMJ234117.0-090111.8,32,1.3474558828876493,-1.1424781137149864
219,330,PSZ2 G077.70+26.70,272.74623110000005,49.8938959,0.0501,1.317545,J1811.0+4954,                    ,23,1.3561583906950374,0.46613258425769794
220,331,PSZ2 G077.90-26.63,330.2280528,20.9700775,0.147,5.061577,J2200.8+2058,RMJ220052.6+205809.3,20,1.3596521390685206,-0.4647857169441322
221,333,PSZ2 G078.36-47.22,344.25503219999996,5.5028597,0.1696,3.7003730000000004,J2256.9+0532,RMJ225706.2+053349.5,33,1.3677450522248067,-0.8242425173843327
222,334,PSZ2 G078.67+20.06,282.9790086,49.043977399999996,0.45,5.1961900000000005,            ,                    ,23,1.3731746371729265,0.35026618225962514
223,335,PSZ2 G079.35+28.35,270.5783113,51.622555600000005,0.204,3.774629,            ,                    ,23,1.38495829850796,0.4949563568767561
224,337,PSZ2 G079.88+14.97,290.79562200000004,48.255545899999994,0.0998,2.321968,            ,                    ,23,1.394229625221592,0.2613705044114584
225,338,PSZ2 G080.16+57.65,225.23693799999998,47.2874213,0.0878,2.512724,            ,RMJ150112.1+471623.7,1,1.3991419326377195,1.0063542972958157
226,339,PSZ2 G080.37+14.64,291.546756,48.556233,0.098,3.0966080000000002,J1926.1+4832,                    ,23,1.4028887131122385,0.255608541840967
227,340,PSZ2 G080.41-33.24,336.53959060000005,17.376656699999998,0.1072,3.7740480000000005,J2226.0+1722,RMJ222607.9+172123.4,33,1.403439188133118,-0.58018294382752
228,341,PSZ2 G080.55-24.82,330.8549564,23.9104993,0.266227,4.279973,            ,RMJ220325.8+235418.7,20,1.4059314871356312,-0.433194075699964
229,342,PSZ2 G080.64+64.31,216.83130789999998,44.1308096,0.50208,5.225707,            ,RMJ142716.1+440730.6,3,1.4075486667379817,1.1225142730547881
230,343,PSZ2 G080.65-46.81,345.23985419999997,6.7826572,0.042,1.9557919999999998,            ,RMJ230059.6+064457.5,33,1.4076679104735228,-0.8171479723814148
231,344,PSZ2 G080.70+48.31,238.2988349,51.148337899999994,0.2354,3.1982150000000003,J1553.3+5107,RMJ155318.9+510724.9,1,1.4084967560871129,0.8433022354157789
232,345,PSZ2 G081.00-50.93,347.8982495,3.628692,0.2998,7.483999000000001,J2311.5+0338,RMJ231149.1+033940.8,33,1.4137458229421487,-0.8889024734688414
233,346,PSZ2 G081.02+50.57,234.8082134,50.613741600000004,0.500574,4.6912080000000005,            ,RMJ153906.4+503644.9,1,1.4141854247289845,0.8826792351205062
234,347,PSZ2 G081.22-41.95,342.6026829,10.9139608,0.0768,2.237844,J2250.3+1054,RMJ225019.7+105412.6,33,1.4177108565538876,-0.7322060058772617
235,348,PSZ2 G081.31-68.56,358.5691111,-10.4452462,0.0765,2.761984,J2354.2-1024,RMJ235413.7-102508.5,32,1.4191280346915125,-1.196664763450802
236,349,PSZ2 G081.56+26.51,274.0961684,53.2488828,0.2764,4.014786,J1816.4+5314,                    ,23,1.4235681845933108,0.4628318317107007
237,351,PSZ2 G081.72+70.15,210.0994761,41.012857000000004,0.250479,4.160481,            ,RMJ140026.7+410140.5,3,1.4264355810109266,1.224420689789395
238,353,PSZ2 G082.31-67.00,357.9402497,-8.9667379,0.3939,5.901285,            ,RMJ235138.8-085903.5,32,1.4366364503420463,-1.1694773203233628
239,355,PSZ2 G082.88-75.10,2.9822997000000004,-15.398679500000002,0.37799999999999995,5.0624080000000005,J0011.7-1523,                    ,32,1.4466494986348795,-1.3108350371593958
240,356,PSZ2 G083.14+66.57,213.4445161,43.652264200000005,0.08900000000000001,2.074912,J1413.7+4339,RMJ141343.5+433841.1,3,1.451163042084566,1.161964085310079
241,357,PSZ2 G083.29-31.03,337.129552,20.6220535,0.41200000000000003,8.266169,J2228.6+2036,RMJ222833.7+203716.3,20,1.453846012278172,-0.5416864598895935
242,359,PSZ2 G083.85-55.43,351.9062561,0.9419075000000001,0.302061,4.916154,            ,RMJ232731.9+005634.1,33,1.4636204286791052,-0.9676015449030253
243,360,PSZ2 G083.86+85.09,196.4623437,30.893057799999998,0.1832,4.657857,J1305.9+3054,RMJ130550.8+305417.4,3,1.4637293023246347,1.4851261858473213
244,361,PSZ2 G084.10+58.72,222.3158483,48.5589487,0.731,5.396077,            ,                    ,1,1.4678762186517895,1.0250025677053989
245,362,PSZ2 G084.13-35.41,340.48529019999995,17.5232841,0.3137,5.496043,J2241.8+1732,RMJ224158.1+173303.7,20,1.4684955149756822,-0.6180929253754841
246,364,PSZ2 G084.19-47.48,347.6027873,7.649044099999999,0.0424,1.482585,J2310.4+0734,RMJ231018.1+073241.6,33,1.4695218069426628,-0.8287011702680182
247,365,PSZ2 G084.41-12.43,324.46411560000007,35.5818096,0.273,5.234128,            ,                    ,20,1.473337889245165,-0.21698084685303176
248,366,PSZ2 G084.47+12.63,297.0787838,51.2394974,0.185,4.866704,J1948.3+5113,                    ,23,1.4743480460159113,0.22047909959628817
249,367,PSZ2 G084.50+31.35,266.2816372,56.3773422,0.3236,4.189792,            ,                    ,23,1.4749775692987492,0.5472078013245502
250,368,PSZ2 G084.62-15.86,327.4323333,33.1728131,0.3673,5.742656,            ,                    ,20,1.476999524694553,-0.2768351154660843
251,369,PSZ2 G084.69+42.28,246.76585260000002,55.4802155,0.13,2.699005,J1626.9+5528,RMJ162659.0+552829.8,1,1.478142869862509,0.738005477082229
252,371,PSZ2 G084.81-62.18,356.06567889999997,-4.3899111,0.0786,3.116566,J2344.2-0422,RMJ234418.2-042249.1,33,1.4802397557607658,-1.0852791012975105
253,372,PSZ2 G084.82+20.66,285.00607260000004,54.6999049,0.36700000000000005,4.487419999999999,            ,                    ,23,1.4804432094174638,0.3606491977738737
254,373,PSZ2 G084.85+35.05,259.566775,56.656151,0.1138,2.428706,J1718.1+5639,                    ,23,1.4809730199435016,0.6118266960254122
255,374,PSZ2 G085.23+39.42,251.62915180000002,56.467407200000004,0.2565,3.8809410000000004,            ,                    ,1,1.4876605327548165,0.6880088542959346
256,375,PSZ2 G085.72+10.66,300.7762715,51.349538700000004,0.0805,2.2380150000000003,            ,                    ,23,1.4961404605601074,0.18618217910926765
257,376,PSZ2 G085.82+35.44,258.7587369,57.42047370000001,0.0276,1.0102389999999999,J1715.3+5724,                    ,23,1.4978735318027168,0.6186341028083183
258,378,PSZ2 G085.98+26.69,274.994597,57.168482,0.179,3.9251989999999997,            ,                    ,23,1.500659305524335,0.4658432222924776
259,382,PSZ2 G086.43-24.95,335.5577934,27.1430471,0.23147600000000002,3.810165,            ,RMJ222212.5+270837.0,20,1.5085280776328502,-0.435599661708737
260,383,PSZ2 G086.47+15.31,294.5545497,54.173472,0.26,7.5779570000000005,J1938.3+5409,                    ,23,1.5091922029969889,0.2672835293103086
261,384,PSZ2 G086.54-26.67,336.78022589999995,25.8144797,0.165,3.45473,J2226.8+2550,RMJ222655.9+255009.3,20,1.5104299391010658,-0.46559008235469057
262,385,PSZ2 G086.58+73.11,205.87500419999998,40.1328491,0.2219,3.831496,            ,RMJ134344.4+400424.6,3,1.5111549280627192,1.2760326473422492
263,386,PSZ2 G086.62+30.26,268.47403439999994,58.12895110000001,0.2263,4.332966000000001,J1754.0+5805,                    ,23,1.511830954708112,0.5282101688126537
264,387,PSZ2 G086.73-61.16,356.2861848,-3.0427217,0.354699,4.372104,            ,RMJ234517.1-030238.9,33,1.51375671573908,-1.0675372167233708
265,389,PSZ2 G086.93+53.18,228.4787362,52.79841679999999,0.6752,5.447551,            ,                    ,1,1.5173536075134275,0.9283390801169124
266,390,PSZ2 G087.03-57.37,354.4318766,0.2682359,0.2779,7.3293,J2337.6+0016,RMJ233739.7+001616.9,33,1.5190870250040869,-1.0013672406852356
267,391,PSZ2 G087.03+22.49,282.94489980000003,57.2017666,0.1094,1.795425,J1852.1+5711,                    ,23,1.5191037329902344,0.3925802415255804
268,392,PSZ2 G087.25-41.86,346.3217291,13.539992100000001,0.0481,1.69815,            ,                    ,33,1.522861703369247,-0.7306217422894319
269,394,PSZ2 G087.39+50.92,231.56901159999998,54.1430747,0.748,5.157697,            ,                    ,1,1.5253609007408926,0.8888831251790155
270,395,PSZ2 G087.44-21.56,334.0988353,30.425119399999996,0.257701,4.1464,            ,RMJ221622.7+302612.9,20,1.526256980084868,-0.37632099032195154
271,396,PSZ2 G088.53+41.18,247.3886961,58.533810100000004,0.1329,2.561522,J1629.7+5831,                    ,1,1.5452653723310312,0.7188433849157425
272,397,PSZ2 G088.83-12.99,328.98230889999996,37.999579499999996,0.292,7.831028,            ,                    ,20,1.5505383022817467,-0.22674253234552402
273,398,PSZ2 G088.98+55.07,224.7806173,52.802026500000004,0.702346,4.915401999999999,            ,                    ,1,1.5531394851327895,0.96125039743758
274,400,PSZ2 G089.39+69.36,208.4259012,43.4834715,0.68,5.749763,            ,                    ,3,1.5601773444110867,1.2106583061907787
275,401,PSZ2 G089.46-58.09,355.91724889999995,0.30207890000000004,0.27,5.183413,            ,RMJ234335.7+001951.3,33,1.561526512594756,-1.013987428487471
276,402,PSZ2 G089.52+62.34,215.5298975,48.4768829,0.070077,1.828382,            ,RMJ142210.2+483414.7,1,1.5625034186649724,1.0882109371960629
277,403,PSZ2 G089.81-39.56,346.8005849,16.5097787,0.2502,6.062336,J2307.0+1631,RMJ230707.5+163246.1,20,1.5675536682533973,-0.6905620112543536
278,404,PSZ2 G089.99-43.91,349.1767547,12.812503999999999,0.523709,6.277305,            ,RMJ231643.0+124654.6,33,1.5706898037983115,-0.7665071409996409
279,405,PSZ2 G090.04+34.09,260.837298,60.98409109999999,0.267,3.5740589999999997,            ,                    ,23,1.5715343017854115,0.5951346020361923
280,407,PSZ2 G090.62+33.52,261.9435807,61.5086478,0.307,4.385515,            ,                    ,23,1.581626935909554,0.5851464752655694
281,408,PSZ2 G090.66-52.34,353.7300487,5.6659665,0.196717,4.318932,            ,RMJ233500.9+053557.0,38,1.582459375059807,-0.9136143246021899
282,410,PSZ2 G091.40-51.01,353.5027674,7.057287700000001,0.099,2.682528,J2334.0+0704,RMJ233352.4+070453.8,38,1.5953876905340925,-0.8903555772947036
283,412,PSZ2 G091.79-27.00,341.36031569999994,28.1444147,0.361735,6.312871,            ,RMJ224527.7+280900.8,20,1.6021329408274947,-0.4712899262095689
284,413,PSZ2 G091.83+26.11,277.78353599999997,62.2480938,0.8220000000000001,7.431430000000001,            ,                    ,23,1.6027402528272636,0.4558202977915143
285,415,PSZ2 G092.16-66.01,0.7878387,-6.0722084,0.23199999999999998,5.9573529999999995,J0003.1-0605,RMJ000311.6-060530.1,36,1.608504538107116,-1.1521976415346797
286,416,PSZ2 G092.30-55.75,356.1757981,3.0935927000000003,0.349,5.136878,            ,RMJ234437.7+030503.6,38,1.6109995430644524,-0.9731687936597865
287,421,PSZ2 G092.71+73.46,203.8013921,41.0003965,0.2279,8.126019,J1335.3+4059,RMJ133520.1+410004.1,7,1.6182625921351357,1.2821220449713537
288,424,PSZ2 G093.42-43.21,351.0862392,14.6074657,0.0428,1.8199610000000002,J2324.3+1439,RMJ232423.6+144225.6,38,1.630549612538098,-0.7543061148001526
289,426,PSZ2 G093.92+34.92,258.1845245,64.0589891,0.0809,5.382814,J1712.7+6403,                    ,23,1.6393807957765723,0.6096384102229931
290,427,PSZ2 G093.93-82.22,8.850112699999999,-20.270837699999998,0.35200000000000004,7.006989999999999,J0035.4-2015,                    ,36,1.6395153942253384,-1.4350686862521354
291,429,PSZ2 G093.94-38.82,349.36557880000004,18.701044,0.0422,2.219411,J2317.1+1841,                    ,38,1.6395746956639266,-0.6775881646476373
292,430,PSZ2 G094.00+27.41,275.48636489999996,64.3488447,0.3315,6.776592,            ,                    ,23,1.6407578333764286,0.4785431200081907
293,432,PSZ2 G094.44+36.13,255.289802,64.2391155,0.45299999999999996,4.085831,J1701.3+6414,                    ,23,1.6482928079722514,0.6306739557455014
294,433,PSZ2 G094.46-69.65,3.2029845,-8.950523599999999,0.352111,5.450527,            ,RMJ001257.7-085829.5,36,1.6487042946830992,-1.2157684788618526
295,434,PSZ2 G094.56+51.03,227.0613504,57.89178270000001,0.5392,5.86725,            ,RMJ150822.0+575515.2,6,1.6505293469028672,0.8906457440232475
296,435,PSZ2 G094.61-41.24,350.989581,16.765462099999997,0.0416,1.764304,J2323.8+1648,RMJ232353.5+165248.2,38,1.6513232441882753,-0.7198862625410347
297,436,PSZ2 G094.69+26.36,278.10488460000005,64.827821,0.1623,3.0726150000000003,J1832.5+6449,                    ,23,1.6527866481946276,0.4601224111816525
298,438,PSZ2 G095.22+67.41,207.85258000000002,46.3557416,0.0625,1.501908,J1351.7+4622,RMJ135141.9+462200.2,7,1.662042369951884,1.1766052036665837
299,439,PSZ2 G095.29+44.13,238.1345929,62.0544767,0.330785,4.034956,            ,                    ,6,1.6631733824806467,0.7702455162479828
300,440,PSZ2 G095.39+14.43,303.6202672,61.3891122,0.11900000000000001,3.1791,            ,                    ,23,1.6649157220623003,0.2518936176544589
301,441,PSZ2 G095.49+16.41,300.0388572,62.44401510000001,0.3,4.718108,            ,                    ,23,1.6667113054279334,0.28655431524544595
302,442,PSZ2 G095.65-50.01,355.5089132,9.1431972,0.488066,6.000246,            ,RMJ234213.7+091404.1,38,1.669579194896972,-0.8729711976720617
303,445,PSZ2 G096.14+56.24,218.8387509,55.1413497,0.139773,2.77125,            ,RMJ143528.5+550752.3,6,1.678115752159958,0.981694120303576
304,447,PSZ2 G096.77-50.29,356.28448330000003,9.1809157,0.04,1.47199,J2344.9+0911,                    ,38,1.6890638360487595,-0.8777851066187815
305,448,PSZ2 G096.78-50.20,356.25143169999996,9.2677847,0.068723,2.002929,            ,                    ,38,1.6891889736966577,-0.8761675396117208
306,449,PSZ2 G096.83+52.49,223.2487748,58.0365774,0.3179,4.924279,J1452.9+5802,                    ,6,1.6901713540170238,0.9161437460547444
307,450,PSZ2 G096.88+24.18,284.1703693,66.37790629999999,0.3,4.689639,            ,                    ,23,1.6909392945655752,0.42203485429606785
308,451,PSZ2 G096.99-53.64,357.7422784,6.1543953,0.0562,1.8562020000000001,J2350.8+0609,RMJ235046.4+060842.8,38,1.6928573188962022,-0.9362698992122843
309,452,PSZ2 G097.15+39.20,246.90343489999998,65.3963172,0.2058,2.944873,            ,                    ,6,1.6955924387947894,0.6843259304202832
310,454,PSZ2 G097.52+51.70,223.81618219999996,58.875241,0.7,5.179367,            ,                    ,6,1.7021010314449916,0.902454636378796
311,456,PSZ2 G097.72+38.12,248.9776437,66.20231360000001,0.1709,6.585151,J1635.8+6612,                    ,6,1.7056673172349592,0.6654533377155711
312,457,PSZ2 G097.78+46.95,231.0525489,62.022709400000004,0.3378,3.428005,            ,                    ,6,1.7066425400752845,0.8195386379674098
313,458,PSZ2 G097.94+19.43,296.0803527,65.8456967,0.245,3.983875,            ,                    ,23,1.7094477857320622,0.3392407177977683
314,459,PSZ2 G098.10+30.30,268.6368447,68.04061879999999,0.077,2.3973259999999996,J1754.6+6803,                    ,23,1.7122544233329873,0.5289997816448104
315,460,PSZ2 G098.30-41.15,353.59724700000004,18.0002842,0.436,7.049448,            ,RMJ233424.1+175923.5,38,1.7157372071358992,-0.7183383237649282
316,463,PSZ2 G098.44+56.59,216.77906940000003,55.7497044,0.131838,2.82818,            ,RMJ142724.6+554500.0,6,1.718214786027206,0.9877415111908601
317,465,PSZ2 G098.64+23.20,287.5850393,67.710009,0.2471,3.390972,J1910.4+6741,                    ,23,1.7216955121594284,0.40508947891925673
318,468,PSZ2 G098.97+24.86,283.46470539999996,68.37729959999999,0.0928,2.583254,J1853.9+6822,                    ,23,1.727374846623645,0.4339217270087623
319,469,PSZ2 G099.24+42.54,238.03781940000002,65.3405399,0.2231,2.802261,            ,                    ,6,1.7322243474452317,0.742520767006334
320,470,PSZ2 G099.30+20.92,293.8081585,67.590598,0.1706,3.921021,J1935.3+6734,                    ,23,1.7332812992459832,0.36517158842019176
321,471,PSZ2 G099.38+25.19,282.7519289,68.8065043,0.35,4.244147,            ,                    ,23,1.7345549100848885,0.4397875327144544
322,472,PSZ2 G099.48+55.60,217.1485398,56.876583499999995,0.1051,2.8119419999999997,J1428.4+5652,RMJ142838.4+565139.0,6,1.73633290632094,0.9704930243237571
323,473,PSZ2 G099.48+37.72,248.6713702,67.6422796,0.1668,2.506282,J1634.6+6738,                    ,6,1.7364035867058043,0.658506322977595
324,475,PSZ2 G099.57-58.64,0.9450593,2.0536453999999997,0.0924,2.2387740000000003,J0003.8+0203,RMJ000349.7+020359.3,38,1.7379187997176595,-1.0234633868860983
325,477,PSZ2 G099.86+58.45,213.6782168,54.78357439999999,0.6305,6.846082000000001,            ,                    ,6,1.7430035095157699,1.0202656393125906
326,478,PSZ2 G100.04+23.73,287.0822464,69.08521540000001,0.2103,3.7034019999999996,J1908.3+6903,                    ,23,1.7461165343705791,0.4142963665454803
327,480,PSZ2 G100.14+41.67,239.0257278,66.3544668,0.2339,4.04427,J1556.1+6621,                    ,6,1.7478124019482746,0.7273817089825606
328,481,PSZ2 G100.22-29.64,350.2543462,29.21355,0.485,7.643378,            ,RMJ232104.1+291134.5,20,1.7492770444368593,-0.5173299046975817
329,485,PSZ2 G100.45-38.42,354.1311002,21.1519105,0.0565,1.8440450000000002,J2336.5+2108,RMJ233657.2+211403.4,38,1.7533342451656975,-0.6707070441217535
330,486,PSZ2 G100.80+24.61,285.0767775,69.9617796,0.0877,2.240968,J1900.4+6958,                    ,23,1.7594150086193447,0.4296823656100001
331,487,PSZ2 G100.96-24.07,348.3482647,34.579624200000005,0.424012,5.6981,            ,                    ,20,1.762115553266268,-0.42018655903448243
332,488,PSZ2 G101.36+32.39,261.92800980000004,70.5941469,0.3059,3.3127839999999997,J1727.4+7035,                    ,6,1.7692272269833742,0.5653599332172947
333,489,PSZ2 G101.52-29.98,351.5962727,29.3257713,0.22699999999999998,4.8786190000000005,            ,RMJ232626.2+292152.7,38,1.7718922882255326,-0.5233489417041257
334,490,PSZ2 G101.55-59.03,2.0421784,2.0303799,0.36945500000000003,5.720798,            ,RMJ000810.4+020112.3,38,1.7724457448391668,-1.0303312701961478
335,491,PSZ2 G101.68-49.21,358.88488060000003,11.337716499999999,0.0726,2.3994619999999998,J2355.6+1120,RMJ235542.6+112035.6,38,1.7746515708203277,-0.8589402594262098
336,492,PSZ2 G102.90-31.04,353.3020224,28.767796399999998,0.5915,6.728717,            ,                    ,38,1.7960030001303273,-0.5418089772014679
337,494,PSZ2 G103.40-32.99,354.50429219999995,27.081758,0.0309,1.511933,J2338.4+2700,RMJ233829.4+270153.3,38,1.8047271985654718,-0.5757932617139214
338,495,PSZ2 G103.56+24.78,286.1682108,72.4524912,0.33,4.059032,            ,                    ,23,1.8076281192025372,0.4326507329505956
339,497,PSZ2 G104.29+26.17,281.8843077,73.33231490000001,0.1125,1.9411490000000002,J1847.2+7320,                    ,23,1.820304079998752,0.45690176215559497
340,498,PSZ2 G104.30-48.99,0.48381440000000003,12.078186500000001,0.2033,4.107262,J0001.9+1204,RMJ000158.5+120358.0,38,1.8204557117225801,-0.8551219850165415
341,501,PSZ2 G104.71-54.54,2.3395052000000005,6.8292516,0.244062,4.89872,            ,RMJ000920.7+064923.1,38,1.8276976556153928,-0.9520370113335752
342,502,PSZ2 G104.74+40.42,236.709588,69.944118,0.69,4.2536879999999995,            ,                    ,6,1.8281845571626267,0.7055274700827509
343,503,PSZ2 G104.98-54.79,2.5583962000000002,6.633859599999999,0.291234,4.7984800000000005,            ,RMJ001015.3+064045.0,38,1.8323598419754534,-0.9563678630775122
344,505,PSZ2 G105.25-17.93,350.0594695,41.787081799999996,0.14,4.585247,J2320.2+4146,                    ,20,1.8369980229376608,-0.31298036114312505
345,506,PSZ2 G105.40-50.43,1.597768,10.892746699999998,0.1698,3.8539589999999997,J0006.3+1052,RMJ000620.3+105151.5,38,1.839711708513737,-0.8803430932821702
346,507,PSZ2 G105.55+77.21,197.75440940000001,39.246288799999995,0.07200000000000001,2.196282,J1311.1+3913,RMJ131124.0+391642.2,7,1.8423498041233313,1.3476384889816875
347,508,PSZ2 G105.76+54.73,212.5897378,59.680120200000005,0.316,4.414105,J1410.2+5942,RMJ141016.8+594254.7,6,1.8458927145812944,0.9553709491201436
348,512,PSZ2 G106.15+25.75,284.29229560000005,74.9308604,0.588,4.911154,            ,                    ,6,1.8528352604831582,0.44950318600441996
349,514,PSZ2 G106.41+50.82,216.3149012,63.185992399999996,0.1394,2.887828,J1425.3+6311,RMJ142521.2+630921.4,6,1.8573352095383442,0.8871120519640582
