index,NAME,RA,DEC,LAMBDA,Z_SPEC,pix
658,RMJ112529.9+101339.1,171.3745557195304,10.227519035119256,129.21385,0.5187227,11
659,RMJ143645.6+294551.5,219.18984077058656,29.76431809207809,62.702156,0.36093792,3
660,RMJ091220.4+252647.7,138.08508887522194,25.446585134106368,106.01103,0.47277376,10
661,RMJ144228.0+323443.4,220.6166716921714,32.57871050584902,63.098785,0.24099052,3
662,RMJ154724.9+171710.4,236.8537005729099,17.286221355045505,72.3433,0.41423595,2
663,RMJ151604.0+181243.8,229.01674045459504,18.2121713070708,58.293472,0.34480253,2
664,RMJ014745.2+203618.2,26.938342560062324,20.60505578842665,47.47769,0.22714666,37
665,RMJ145012.9+312951.1,222.55393554132786,31.49751394099291,87.87286,0.4260744000000001,3
666,RMJ014421.0+094652.9,26.087517720031485,9.78137004560044,42.84018,0.15910754,36
667,RMJ143956.5+325024.5,219.98545223607638,32.840150937277514,79.14702,0.41756403,3
668,RMJ153020.0+170211.9,232.58320526261417,17.036636706969677,147.27573999999996,0.51591295,2
669,RMJ091850.2+021203.2,139.7092262817801,2.2008911215036435,57.988373,0.28389713,8
670,RMJ231545.1+005312.2,348.9377141582289,0.8867328708191784,60.74952,0.33211136,33
671,RMJ122816.1+495022.2,187.06727152392543,49.839512232617615,59.92575,0.26371372,7
672,RMJ103339.1+141337.3,158.4127495690401,14.227029341946848,62.930984,0.35017705,11
673,RMJ015759.5-003634.9,29.49781505059576,-0.6097047332057574,41.11637,0.19230905,36
674,RMJ114111.8+054405.0,175.29921630127467,5.7347288659446605,37.455177,0.097426414,9
675,RMJ030044.3-074247.0,45.18447735173973,-7.713043523920804,62.046196,0.34511676,42
676,RMJ113348.0+395000.7,173.44985442111388,39.833520527714775,60.24611,0.2937646,7
677,RMJ153854.9+334107.1,234.7287954020493,33.68529968681204,50.604965,0.19532944,3
678,RMJ145018.3+205614.5,222.5761332873473,20.93736200750418,39.88071400000001,0.11592788,3
679,RMJ130948.1+130543.5,197.4506143807664,13.09541248311683,49.628647,0.17981339,15
680,RMJ134616.5-022741.3,206.56875671701022,-2.461468683508725,54.72381,0.21873207,15
681,RMJ115110.7-030141.2,177.7945342565135,-3.028111909649198,36.47886,0.09125264,14
682,RMJ171614.9+291828.8,259.06195311696536,29.30800854302664,48.53029,0.27963838,0
683,RMJ084742.3+132930.4,131.92616119033613,13.49179003319242,63.876793000000006,0.34682184,10
684,RMJ101203.0+290014.5,153.0125850859754,29.00403180745822,65.98198000000001,0.3230522,10
685,RMJ132221.1+040803.0,200.5877441564421,4.134160611703118,56.005226,0.26456133,15
686,RMJ103629.8+193552.1,159.12435352905982,19.5978101862515,59.75795,0.34054804,11
687,RMJ152503.5+370239.9,231.2646732726875,37.044408555221096,52.64913000000001,0.19606377,3
688,RMJ124718.4+313617.5,191.82676084553336,31.60486509004781,71.04663000000002,0.3633687,7
689,RMJ152427.2+003555.5,231.11331951278697,0.5987610515722743,64.31918,0.31636387,2
690,RMJ085500.2+302052.3,133.7509900689755,30.347871081612862,56.82899499999999,0.28607738,10
691,RMJ122157.8-010803.2,185.49079370650986,-1.1342194784667832,52.221992,0.25901827,15
692,RMJ130602.3+234447.5,196.5097878877169,23.74651469183878,83.41841,0.41959006,15
693,RMJ142721.9+005643.8,216.84120729764805,0.945502074407966,54.06784,0.2908228,13
694,RMJ105119.9+050532.4,162.83296027546456,5.092346442420324,54.22039,0.224984,9
695,RMJ093819.7+520304.5,144.58192841558412,52.05125025289735,83.3879,0.3419775,5
696,RMJ114045.5+182038.5,175.18951015544198,18.344021103244906,47.27938,0.18680309,11
697,RMJ093631.8+234235.5,144.13270306899253,23.70984784697176,48.65233,0.20973442,10
698,RMJ114648.5+232931.5,176.70204837046023,23.492076887455607,43.755478,0.17592758,11
699,RMJ115243.9+271917.1,178.18277814572534,27.3214100844061,50.132057,0.18169738,11
700,RMJ170203.6+242751.1,255.51511776335224,24.464196553240555,46.806473,0.16709505,0
701,RMJ154725.8+103417.9,236.85739647440082,10.571625579474693,49.15574,0.23852524,2
702,RMJ134431.8+022244.3,206.13253497256198,2.3789787235939794,62.12246700000001,0.39079085,15
703,RMJ090952.4+353207.6,137.46846510767423,35.53545767921993,70.22286,0.34944308,10
704,RMJ133015.7+133736.7,202.5654455635685,13.626873279857408,69.124504,0.37524715,15
705,RMJ224946.4-020806.2,342.4432230261526,-2.1350462052051857,67.8736,0.33489057,33
706,RMJ232643.3+010803.2,351.6803466017115,1.1342252634524903,50.086296,0.27741003,33
707,RMJ161637.8+422655.7,244.15760768128303,42.44879725059735,40.490913,0.13676488,1
708,RMJ085736.1+100028.1,134.4003789585742,10.007797911158242,39.636635,0.1634394,8
709,RMJ143743.2-001512.5,219.43003763106617,-0.2534754003921436,40.582443,0.13747275,13
710,RMJ013427.4+043208.2,23.614140612661338,4.535618520155236,56.56965600000001,0.26031226,36
711,RMJ121312.7+060425.0,183.30292766235831,6.073599175530967,41.90963,0.13757270000000002,15
712,RMJ162309.3+142149.5,245.78868811212465,14.363736557833082,59.55963000000001,0.31541878,2
713,RMJ084908.6+072128.5,132.28578609143818,7.357911189780067,86.637215,0.4146837,8
714,RMJ161827.9+091303.5,244.61607664807235,9.217635158876543,44.106346,0.15432319,2
715,RMJ130638.1+314713.8,196.6586877914513,31.787164501240678,43.32834,0.16648924,3
716,RMJ085637.1+295559.9,134.15444016784807,29.93329252336432,55.41028000000001,0.28952083,10
717,RMJ134923.9+352749.9,207.34940687130128,35.46385204433537,56.356087,0.25345927,3
718,RMJ144233.4+092218.3,220.6390903332353,9.371747583165943,43.160538,0.16842923,2
719,RMJ144437.5+001402.2,221.15612741014576,0.2339491970162945,63.068275,0.30220664,13
720,RMJ211433.0+033232.7,318.63731504288035,3.5424028641184875,41.040092,0.13869043,35
721,RMJ235138.8-085903.5,357.9116652215228,-8.984309084941609,78.88769,0.3901177,32
722,RMJ170056.0+271439.6,255.233530230546,27.244337007079892,79.00973,0.36932907,0
723,RMJ225335.4+084300.0,343.39730779694537,8.71667403312582,105.27879,0.4639883,33
724,RMJ134547.7-004950.4,206.44882621470515,-0.8306712392432679,90.96963,0.44549996,15
725,RMJ082720.9+530748.2,126.83702391910013,53.13004314780606,37.745018,0.12461164,5
726,RMJ014928.5-013123.1,27.36895660318357,-1.5230837203790737,115.835236,0.46112466,36
727,RMJ124542.0+332428.6,191.4248219449405,33.40793439999369,38.889145,0.13235139999999998,7
728,RMJ083306.5+211847.7,128.27714901139893,21.31326080488649,50.894806,0.2239006,10
729,RMJ135831.6+493213.7,209.6315572738284,49.53712733933177,35.62458,0.105274275,6
730,RMJ153116.1+095839.9,232.81702338734542,9.977757565893665,52.206734,0.25501704,2
731,RMJ172328.1+324913.3,260.86723587358216,32.820348291081444,51.352455,0.22474845,1
732,RMJ112448.4+242728.9,171.20175422478087,24.458027478965484,59.193512,0.30640683,11
733,RMJ215526.2+084648.4,328.8590445918716,8.780113010856386,39.850204,0.15016675,33
734,RMJ082712.8+382000.7,126.8032670123655,38.333539330510014,66.92779,0.34336194,27
735,RMJ143411.5+581519.5,218.54778773545365,58.25542601313671,37.745018,0.1373468,6
736,RMJ092749.9+211904.0,141.95809510754415,21.317782420699448,87.293175,0.40525264,10
737,RMJ150015.2+173954.6,225.06350714379403,17.66517374550961,70.3449,0.39237437,3
738,RMJ093000.0+112009.3,142.5001482328924,11.335907306272842,38.90439600000001,0.17961219,10
739,RMJ142854.1-020913.4,217.22533718627747,-2.1537318835105834,46.181023,0.26676276,13
740,RMJ005354.2-092822.9,13.475804668129795,-9.473036156543914,50.71174600000001,0.2699037,36
741,RMJ112953.6+384958.8,172.4733946613842,38.833000685830406,87.67455,0.49919492,7
742,RMJ074504.8+331256.5,116.27008994451842,33.21568572786449,49.73542800000001,0.21967424,27
743,RMJ015034.2+143925.1,27.64258268328331,14.656973995180053,49.52186,0.22703256,37
744,RMJ230235.1+000234.3,345.6461005520366,0.0428652986406471,123.03558,0.51666063,33
745,RMJ091950.6+355045.2,139.96098021006375,35.845901535803215,60.13932,0.2215677,10
746,RMJ110919.9+095637.7,167.33277124144595,9.943801968864957,92.2663,0.45353216,11
747,RMJ124703.1+183311.6,191.76283648729492,18.55323490185862,50.040527,0.23361243,15
748,RMJ081104.3+355908.4,122.76794190725529,35.98565591679118,35.62458,0.08152075,27
749,RMJ103458.6+111722.3,158.74434158682368,11.28953297827607,66.77524,0.3255565,11
750,RMJ151125.9+363336.0,227.85798631317908,36.56000868104609,43.35885,0.16383159,3
751,RMJ094125.1+212101.5,145.35445110731797,21.350425273581678,47.85907,0.225902,10
752,RMJ214104.3+082549.3,325.2680179863906,8.430363084305721,46.7302,0.24691515,33
753,RMJ161200.9+393343.9,243.00359079759446,39.56220727355539,65.84468000000001,0.39887822,1
754,RMJ153344.1+033657.5,233.43387754837602,3.615984831520615,62.24450699999999,0.29272437,2
755,RMJ110317.4-010403.6,165.8226796695496,-1.0676796959972146,84.22693000000002,0.39764893,9
756,RMJ085923.1+183825.8,134.8462891035591,18.640490183866028,64.65479,0.33637774,10
757,RMJ143940.9+085301.7,219.92029559507807,8.883813466761739,56.813736,0.25622627,2
758,RMJ092940.1+080306.5,142.41721851345338,8.0518115577899,51.337204,0.21431020000000006,8
759,RMJ082452.7+082949.3,126.21947362437868,8.497015529339953,42.44355,0.18942031,8
760,RMJ121707.3+351631.4,184.2805206809943,35.27537742071601,63.785263,0.3487218,7
761,RMJ171526.2+280145.9,258.8593422027211,28.0294182964323,47.40142,0.30762738,0
762,RMJ081433.4+223235.4,123.63910927295281,22.543167599867548,43.755478,0.16400127,10
763,RMJ075430.4+454626.7,118.626858600876,45.774087783783465,106.78903,0.456777,27
764,RMJ013447.8+112609.9,23.699324341900137,11.436090544621944,87.8271,0.38831538,36
765,RMJ152928.8+185911.0,232.3699568628823,18.986387789817236,43.313087,0.21178433,2
766,RMJ144929.3+260752.4,222.3721376740553,26.13122402529874,64.56326,0.3725425,3
767,RMJ110806.3+153349.0,167.02635634693513,15.56361067079916,57.576485,0.27855894,11
768,RMJ161346.4+274524.4,243.4434709720781,27.756781391467904,64.6853,0.39273596,3
769,RMJ234727.6-000913.7,356.8650026652547,-0.15380967497132764,50.971085,0.26394272,38
770,RMJ154248.3+414615.6,235.7012752657001,41.771006841563505,37.485687,0.14161114,1
771,RMJ150330.0+120605.0,225.8749505383317,12.101396242189535,61.573288,0.299437,2
772,RMJ111833.8+311517.1,169.64087789043782,31.254749542085747,45.997963,0.21804658,11
773,RMJ221952.8-022547.3,334.9699029237337,-2.42979430217414,79.43687,0.39095372,33
774,RMJ013854.4+230852.7,24.72657183478799,23.1479652936514,86.22533,0.4166705,39
775,RMJ101932.3+140301.8,154.88472919495692,14.050508236348767,38.934906,0.14557596,11
776,RMJ105005.2+283222.7,162.5215866358957,28.539629173494554,89.88651999999998,0.43122813,11
777,RMJ215134.4+104509.7,327.8934115439733,10.752698974047158,38.294197,0.18849802,33
778,RMJ132304.5+034318.6,200.7688987173549,3.7218389607530713,63.342865,0.35347152,15
779,RMJ021425.8-062740.2,33.607401172134146,-6.4611717688848875,49.567627,0.23654905,37
780,RMJ140925.8+273854.1,212.3574243650551,27.648355958013052,43.160538,0.17665638,3
781,RMJ141025.1+633711.1,212.60442122570893,63.61975593647219,47.6455,0.20649128,6
782,RMJ101324.4+114000.4,153.35147594879302,11.666790978346373,79.3911,0.43453276,11
783,RMJ113844.7+102825.2,174.68643379977615,10.473666042742089,58.857903,0.25763783,11
784,RMJ141813.5+095238.4,214.55612925188262,9.877332994164501,58.034134,0.3441364,13
785,RMJ012926.2+131112.7,22.359053348348027,13.186858405003415,64.5175,0.33392256,36
786,RMJ233740.4-091331.0,354.4183272019541,-9.225267191587923,49.659157,0.19019854,32
787,RMJ123922.6+441005.7,189.8443103719072,44.16823972936096,50.650726,0.26303148,7
788,RMJ115302.6+010226.0,178.26066467851456,1.0405482277524738,64.59376999999999,0.4032458,14
789,RMJ074224.8+461920.4,115.60317656813412,46.32233448572402,85.41682,0.43185344,27
790,RMJ103114.8+603548.1,157.81184706090323,60.59668199517023,48.1184,0.2536416,5
791,RMJ084817.0+284221.0,132.07073171595158,28.705821255275197,51.306694,0.19957873,10
792,RMJ002746.2-103228.3,6.9425519334071435,-10.541180926315024,36.38733,0.16706736,36
793,RMJ110325.9+042703.3,165.85810015404184,4.4509235025419365,61.77160600000001,0.32810700000000004,9
794,RMJ100726.2+111950.3,151.8593375103118,11.330641256911006,55.1662,0.30847135,11
795,RMJ105442.1+461656.2,163.67558440099413,46.28228273123218,108.55861000000002,0.45491514,5
796,RMJ093807.1+273749.2,144.52950154444102,27.63034216563273,123.477974,0.5100610999999999,10
797,RMJ004049.6-023230.7,10.206541996023276,-2.541857030742502,59.51387,0.34038284,36
798,RMJ134054.2+421903.2,205.2257986620191,42.317556021617946,61.527527,0.35912302,7
799,RMJ152354.5+010144.5,230.97706155728685,1.0290181701618024,39.804443,0.15399389,2
800,RMJ162815.2+434848.4,247.06322223445358,43.81343657352212,49.293037,0.2748783,1
801,RMJ113001.1+330200.6,172.5044247750151,33.033509689183234,47.84381,0.21915170000000006,11
802,RMJ082032.7+034140.9,125.1361894647277,3.694690611886345,52.298264,0.24947625,8
803,RMJ090645.1+371849.2,136.68788044641414,37.313677861630296,52.87795300000001,0.2160895,10
804,RMJ151041.2+364855.8,227.67177690317658,36.815507914094255,34.816063,0.1645922,3
805,RMJ084622.5+233530.4,131.59356019640023,23.591771342352853,66.60743000000001,0.35267845,10
806,RMJ090424.8+452518.3,136.10328585457867,45.42175380327709,54.44922,0.3177628,5
807,RMJ084029.0+251900.1,130.12104010236138,25.31669828611404,63.00725600000001,0.34900996,10
808,RMJ124004.8+374414.9,190.0201629366754,37.73746153832796,41.65029000000001,0.1880543,7
809,RMJ162539.9+222840.1,246.41640856701213,22.47781386591928,35.83815,0.15095785,2
810,RMJ155140.8+522937.2,237.91989436617024,52.49367674815154,58.705353,0.33284014,1
811,RMJ162935.4+281055.4,247.39749724035167,28.182057400515838,39.499344,0.14487125,1
812,RMJ113716.3+570648.4,174.31810244121223,57.11344036418075,34.98387,0.11796205,7
813,RMJ124158.0+034721.9,190.49158671706815,3.7894081950779728,82.48786,0.41373205,15
814,RMJ215031.8-075349.2,327.63230640213413,-7.897003428659108,38.782356,0.12118714,33
815,RMJ231016.0+144122.3,347.5665864808445,14.689524450284585,74.311195,0.3639321,33
816,RMJ001015.3+064045.0,2.5639110471460067,6.6791555875734065,57.729034,0.2648109,38
817,RMJ105122.1+184651.9,162.8421699140937,18.781075962261077,38.370476,0.19292468,11
818,RMJ114903.5+013006.3,177.26476942495145,1.5017394742677932,48.05738,0.23242463,14
819,RMJ154533.2+223745.5,236.38830575851952,22.629298988276105,61.863136,0.36492768,3
820,RMJ103041.7+281715.5,157.67374698553414,28.287640102844357,51.352455,0.2967792,11
821,RMJ093640.6+064241.6,144.16906117335162,6.711555695533786,59.08673,0.2764707,9
822,RMJ003217.6+010036.6,8.073126827440433,1.0101750996752048,56.56965600000001,0.38997057,36
823,RMJ141412.3+065202.9,213.55132835617454,6.867470085407481,35.53305,0.10884123,13
824,RMJ010243.1+010810.8,15.679496849449153,1.1363314575148176,35.060143,0.14395057,36
825,RMJ083722.2+013538.9,129.3423371868622,1.5941407339079507,66.02774000000001,0.3603348,8
826,RMJ212256.8+073023.6,320.7365665172666,7.506567903265183,69.88725,0.38961005,33
827,RMJ144103.6+283700.5,220.26483799122508,28.616809236339368,52.221992,0.2534205,3
828,RMJ220249.7-085954.1,330.7069556950385,-8.99835673216449,57.622253,0.31773686,32
829,RMJ111337.4+472913.8,168.40599482431003,47.48715771511936,33.351585,0.11207146,7
830,RMJ113134.4-023942.9,172.89335824449677,-2.6619249002516514,76.82826,0.44672447,9
831,RMJ004622.4-000918.6,11.593375585527895,-0.15516455020165512,50.086296,0.21848479,36
832,RMJ144744.8+232415.3,221.93678798583926,23.40425081265904,53.42713000000001,0.2728412,3
833,RMJ154409.9+175504.9,236.0414329040057,17.918022264482552,42.50457,0.2088623,2
834,RMJ080226.5+450832.4,120.61027580094076,45.14232590808236,36.55513,0.14813723,27
835,RMJ224933.1+133440.7,342.3880151106196,13.577970046708472,62.732666,0.3580545,33
836,RMJ125545.1+182542.7,193.9377336500928,18.42853050946595,46.94377,0.22324543,15
837,RMJ153956.0-021147.8,234.98352799242784,-2.196623595798944,42.44355,0.14758132,2
838,RMJ093142.0+275027.1,142.9250249502631,27.840847524854983,54.20514,0.36775506,10
839,RMJ142425.4+385846.6,216.10568019622082,38.97960767917233,42.15371,0.18966588,3
840,RMJ014532.0-015310.0,26.383377179683226,-1.8861097750991864,48.02687,0.23898287,36
841,RMJ161306.9+071452.9,243.27856953422568,7.2480350472279325,54.876358,0.3203729,2
842,RMJ155137.4+453316.2,237.90570334372688,45.55448976301454,35.273712,0.117024876,1
843,RMJ091725.1-021423.3,139.3547288999506,-2.239792452824372,51.596535,0.21704194,8
844,RMJ150330.6+204407.1,225.87754423082,20.735315249423035,49.415077,0.22405961,3
845,RMJ092331.4+335311.1,140.88069166124166,33.88641253748873,51.093124,0.23361947,10
846,RMJ114723.3+333153.6,176.84709462633668,33.53155382185082,43.465637,0.21203065,11
847,RMJ121126.4+470330.4,182.85998607801946,47.05843345055785,53.57968,0.2954449,7
848,RMJ162036.5+062724.8,245.15227369661991,6.4569001379100195,68.666855,0.34283614,2
849,RMJ124235.9+402241.2,190.64955670502758,40.3781041169354,66.16504,0.36122894,7
850,RMJ115106.0+204912.5,177.77481958784847,20.82012787705937,57.073074,0.31366643,11
851,RMJ172320.8+355805.7,260.8364886837013,35.96824170598659,34.92285,0.13376378,1
852,RMJ093706.2+275242.9,144.27580015611062,27.87859171768384,63.84628299999999,0.3675006,10
853,RMJ114732.2+365413.1,176.88409068268498,36.903632759027964,69.52113,0.40140155,7
854,RMJ141646.1+340455.1,214.1920845990089,34.08196230873027,67.62952,0.4147912,3
855,RMJ144431.8+192127.4,221.13235856293102,19.357621940013143,46.242043,0.18816213,3
856,RMJ112423.6+452658.2,171.0981711747715,45.44951151762745,53.13729,0.26127553,7
857,RMJ091624.9+055314.1,139.1035774727797,5.887253610617857,46.242043,0.13390924,8
858,RMJ120826.1+612032.6,182.10890755084517,61.34239479443092,95.74443,0.5037465,7
859,RMJ101214.5+333248.9,153.06028086018694,33.546917146387216,36.997528,0.12897930000000002,10
860,RMJ153004.5+351710.0,232.51891183991387,35.286123900592116,52.527092,0.23594482,3
861,RMJ131921.1+315147.2,199.83801158910552,31.86310728078168,76.46214,0.4280363,3
862,RMJ001038.8+084152.5,2.66163417892966,8.697925213702097,82.73194000000002,0.36045867,38
863,RMJ145535.3+273040.4,223.89705092005403,27.511217608314876,45.631844,0.17931713,3
864,RMJ153219.0-001756.9,233.07910614134224,-0.2991343603400564,65.41754,0.39524952,2
865,RMJ132615.8+485229.3,201.5660098541732,48.874797974813156,67.21763,0.28002986,7
866,RMJ145220.2+202915.0,223.0843748755317,20.487510971526934,57.195114,0.2765032,3
867,RMJ145808.2+050858.6,224.53410381918053,5.149599009683978,64.63954,0.39521536,2
868,RMJ102118.9+140933.9,155.328809900825,14.159429169436107,38.355217,0.29138863,11
869,RMJ221255.2-074647.7,333.23013569901264,-7.779914913940189,42.13845,0.21575646,33
870,RMJ155013.9+154743.8,237.55800551417246,15.795502323180544,36.55513,0.14419618,2
871,RMJ143006.8+203542.2,217.5283690551016,20.595063406389734,55.028908,0.25386116,3
872,RMJ151200.6-005652.6,228.00247094834737,-0.9479559554082494,51.916893,0.21194729,13
873,RMJ014051.8+185317.3,25.215868032232212,18.88813284547373,32.024406,0.16580018,37
874,RMJ160248.4+131638.3,240.70184996876682,13.277304975866635,69.627914,0.39987907,2
875,RMJ085636.9+582931.1,134.15354761966776,58.491976986500475,44.396187,0.21988358,5
876,RMJ091315.8+520855.1,138.31577732292834,52.148637683051284,53.76274,0.18998149,5
877,RMJ092554.0+004311.8,141.47480779352423,0.7199371763107362,46.97428,0.25450543,9
878,RMJ135604.6+120758.7,209.0191182414016,12.132976687607494,57.652763,0.3491956,15
879,RMJ105819.4+410341.1,164.58100128170543,41.06140487079564,34.92285,0.12985891,5
880,RMJ113256.4-021103.0,173.23480740821225,-2.184158790107247,66.89728000000001,0.44887558,9
881,RMJ104808.8+312830.9,162.0365113727269,31.47525242623898,35.91442,0.11594906,11
882,RMJ002346.1+071756.7,5.942100101881351,7.299080500010643,47.98111,0.25117618,38
883,RMJ093330.3+475740.6,143.37643181676822,47.96127989503664,39.987503,0.19389054,5
884,RMJ093930.4+404710.4,144.8767095536053,40.786224718125865,54.8611,0.23475938,10
885,RMJ234419.2+050101.2,356.0799824127089,5.017000559694583,37.943336,0.18267381,38
886,RMJ121645.4+451410.2,184.18929139543442,45.236178900218064,54.03733,0.2566195,7
887,RMJ113523.4+372444.5,173.84738863675113,37.41236819750047,41.97065,0.15928309,7
888,RMJ152917.9+102031.4,232.32452951417,10.342058828000855,42.65712,0.22413805,2
889,RMJ132852.2-025706.2,202.21766949210254,-2.9517222738792595,40.61295300000001,0.18440741,15
890,RMJ153252.6+151511.6,233.21928649399035,15.253213531247212,134.67513,0.52962065,2
891,RMJ212328.1+074032.0,320.8669768875148,7.675562159489048,59.66642,0.38888866,33
892,RMJ101150.2+091553.0,152.95937396410113,9.264724409082804,63.876793000000006,0.3813413,11
893,RMJ114642.2+170103.8,176.67563406058613,17.017729272772176,98.658134,0.445769,11
894,RMJ002351.2-000632.9,5.963325834959222,-0.1091440604477126,58.81214,0.37432247,36
895,RMJ111013.8+334709.2,167.5576678557539,33.785886627694985,79.10126,0.4353679,11
896,RMJ100311.3+203230.2,150.79704825079898,20.54173344929294,54.66279,0.30811867,10
897,RMJ093940.7+233957.8,144.9193920762802,23.666069355127462,58.82739300000001,0.32208675,10
898,RMJ120504.0+264303.6,181.26664469560365,26.71768040912289,48.987938,0.2712114,11
899,RMJ083253.6+454327.1,128.22320689300216,45.72420491559702,68.63634499999999,0.3665794000000001,5
900,RMJ020942.0+022238.5,32.425180065935876,2.377360830352957,69.67368,0.26940098,37
901,RMJ073200.3+330130.8,113.0010966155663,33.025217333756146,58.156174,0.30475613,27
902,RMJ140417.8+401727.8,211.07417165150574,40.29105082909457,121.723656,0.5076866,3
903,RMJ150835.9+325718.7,227.14975752859038,32.955196288259074,49.948997,0.21151468,3
904,RMJ125539.5+175013.3,193.9145808828966,17.837018532491918,55.83741800000001,0.3037703,15
905,RMJ095619.2+281157.0,149.07984732776146,28.199174226445717,48.08789,0.19956923,10
906,RMJ102013.3+221843.3,155.0556050825716,22.312018288186426,90.16111,0.48123765,11
907,RMJ093627.2+323120.5,144.11338186024742,32.52234965729009,66.02774000000001,0.4261474,10
908,RMJ093222.8+081151.0,143.09489539892076,8.19748756271937,44.960625,0.19249949,8
909,RMJ153925.4+322716.4,234.8559006253128,32.454560640702,84.54728,0.43857843,3
910,RMJ160935.0+080804.0,242.39584287818138,8.134457502316817,58.47653199999999,0.31628546,2
911,RMJ081430.0+284750.1,123.62485467178331,28.797255697807344,43.435127,0.23429997,10
912,RMJ104326.2+094711.8,160.85898155786302,9.786598022344377,76.3401,0.43195537,11
913,RMJ093650.0+102824.5,144.2082132783792,10.473461998191947,53.73223,0.26965170000000005,10
914,RMJ153150.3+072033.8,232.95978586642534,7.342734263874212,35.57881,0.18636267,2
915,RMJ111908.9+090022.8,169.7872454933189,9.006343424771199,63.647964,0.33149683,11
916,RMJ143742.4+392747.3,219.4265478569173,39.46313504758147,49.598137,0.2446704,3
917,RMJ081800.7+495612.2,124.50303718243208,49.936714318790216,61.14615,0.28021184,5
918,RMJ115621.0+190115.6,179.0876219408244,19.021008703059433,55.852676,0.32599340000000004,11
919,RMJ121052.5+173554.0,182.7187157337333,17.598326672325907,76.43163,0.3884465,11
920,RMJ140649.6+232250.8,211.7066892947587,23.38078084633439,62.808945,0.34244424,3
921,RMJ160726.4+245929.8,241.86018223023828,24.991622697537583,59.75795,0.27071142,3
922,RMJ114244.2+415157.6,175.68414712712388,41.866001486967185,46.394592,0.25284046,7
923,RMJ094007.0+380121.1,145.02919525240281,38.022539948559796,57.668015,0.23287882,10
924,RMJ152045.0+102436.5,230.18746018048725,10.410143075034373,62.549606,0.41735572,2
925,RMJ125037.0+311853.0,192.6542812209708,31.314721799243785,46.836983,0.26420113,7
926,RMJ162434.0+273655.9,246.14155395180984,27.61552847286881,88.28475,0.43225464,1
927,RMJ161217.3+274720.6,243.0722595446309,27.789067743063327,48.71335,0.2723587,3
928,RMJ080239.2+401558.0,120.66327409725241,40.266099853064254,60.42916999999999,0.36824462,27
929,RMJ094804.6+194125.2,147.01926986371245,19.690339997150925,38.416237,0.2154196,10
930,RMJ105310.8-014814.8,163.29487394267932,-1.8041199101558445,57.942604,0.36703506,9
931,RMJ081457.6+383309.4,123.73995294506977,38.55260994299178,41.8181,0.18148151,27
932,RMJ102946.5+162043.5,157.44394930943614,16.345406566332937,61.130898,0.37231365,11
933,RMJ095550.9+360900.1,148.96203970036572,36.1500141471631,47.59973,0.20809644,10
934,RMJ231647.0+044406.8,349.19597341823527,4.735226323669076,52.496582,0.30810016,33
935,RMJ143854.7+174340.2,219.7281082742976,17.727840894355584,34.709282,0.106261276,3
936,RMJ090857.0+132004.6,137.23733115756744,13.334624717968106,80.977615,0.4067579,10
937,RMJ083944.9+555406.6,129.9370282628351,55.90182098441454,44.899605,0.22899912,5
938,RMJ115530.3+144643.1,178.8762634017454,14.778652466859732,45.067406,0.21857698,11
939,RMJ083434.8+265656.3,128.64501608244393,26.94898247345776,81.709854,0.45117462,10
940,RMJ113819.7+493303.5,174.58203336059415,49.55096593182661,47.67601,0.28047300000000003,7
941,RMJ004750.8+050819.5,11.961838778315844,5.138743476436889,77.74356,0.42912263,36
942,RMJ081803.9+543708.7,124.51604877740226,54.619079946758326,43.770737,0.11742456,5
943,RMJ131253.5+370242.0,198.22305971279187,37.04500272272353,54.967888,0.33228517,7
944,RMJ010547.1-002017.4,16.446136068653068,-0.338168206068904,59.87999,0.31794468,36
945,RMJ123841.5+092832.8,189.67289873696805,9.475766975741337,44.167366,0.22989455,15
946,RMJ133010.7+304330.7,202.54456128432625,30.72519786051745,53.99157,0.29058906,3
947,RMJ110229.3+025124.8,165.6220886993993,2.8568917885841274,58.918922,0.36325362,9
948,RMJ015718.4+051210.6,29.32667177038423,5.202950290276183,55.50181,0.31340376,37
949,RMJ130321.0+405037.4,195.8375203396089,40.84372687564596,52.283012,0.27943456,7
950,RMJ112817.7-005859.7,172.0738187021114,-0.9832488884430036,86.85078399999998,0.45708495,9
951,RMJ105607.0+340015.3,164.02904500618754,34.004262711037995,57.057816,0.3805302,11
952,RMJ141613.5+214654.4,214.05616296974486,21.781769170053348,42.10794,0.19242266,3
953,RMJ080624.9+172503.7,121.60392442707442,17.41770027192605,32.360015999999995,0.10414378,10
954,RMJ132430.5+282902.1,201.1272036651769,28.483921801285394,46.470863,0.25175858,3
955,RMJ105234.0+100414.0,163.1417999385426,10.070565422817234,44.853836,0.21924329,11
956,RMJ112530.9+680329.7,171.3788944776778,68.05825874541661,37.699257,0.15594138,7
957,RMJ131650.8+463000.5,199.2118112487556,46.500147649084546,44.62501500000001,0.23536351,7
958,RMJ082028.1+485347.8,125.11712741579242,48.89660808641819,37.3789,0.13244651,5
959,RMJ150310.7+043726.3,225.79441368268346,4.623967669879721,62.30552700000001,0.33540595,2
960,RMJ080227.9+252647.6,120.61632670298849,25.44656203379231,136.06332,0.5333501,10
961,RMJ220416.5+111846.8,331.06874914810413,11.313005155949318,43.252068,0.18752393,33
962,RMJ075325.2+341632.6,118.35490962861911,34.27570932802877,34.038063,0.13967845,27
