,0
681,0.591509598602595
682,0.9194579945736598
683,0.9081192749738749
684,0.41905390819905436
685,0.09153729276527212
686,0.7619600569623663
687,0.951705738858692
688,0.8549087969555609
689,0.8750579077952026
690,0.7856478445357322
691,0.8315986515363648
692,0.8517492207088948
693,0.652514685935312
694,0.5332616383752066
695,0.007608095957806445
696,0.9505750401362913
697,0.7548137338864706
698,0.0043119236611417495
699,0.41254819189436476
700,0.6892732220677529
701,0.9298100869422472
702,0.8237456127754724
703,0.8618522499423523
704,0.38385486792904877
705,0.9982364321244709
706,0.5789333156770105
707,0.6614062072676611
708,0.8469746861343531
709,0.130628788043587
710,0.9879285170575118
711,0.3097146035810061
712,0.9513488570186301
713,0.8376032233044517
714,0.9136457168228178
715,0.763203762795107
716,0.7437482177673443
717,0.4215996114159274
718,0.013815199044941788
719,0.5420119953552501
720,0.002969798090085246
721,0.6180468586158266
722,0.8625667595442738
723,0.8994799942857695
724,0.40839988614918366
725,0.5661341680284594
726,0.6514173131455885
727,0.7837708821381536
728,0.011425646519938179
729,0.8550927427862701
730,0.995130324382492
731,0.5500917338084343
732,0.3327186891829557
733,0.6682230379280472
734,0.7610040896103472
735,0.36703711208159817
736,0.40535894029664177
737,0.5976493044273584
738,0.6900164112183356
739,0.013889926953984935
740,0.15418178728376405
741,0.7220671754110812
742,0.9579485387308185
743,0.7089686198741586
744,0.9839169889172189
745,0.9297980709282453
746,0.919992556850929
747,0.8070091341635606
748,0.4841574908084937
749,0.7852306388293089
750,0.6743897513189803
751,0.07378542015865745
752,0.7326514111595693
753,0.8611529418169817
754,0.8292110393670968
755,0.931473934079181
756,0.04006633791918686
757,0.9263621848456848
758,0.31481493245522313
759,0.535058557283008
760,0.7717586719139752
761,0.6679920144631633
762,0.8138638618577885
763,0.010582567420404714
764,0.6489738234227667
765,0.46050383202964484
766,0.4588409050611887
767,0.926014801235548
768,0.3466434850694566
769,0.9503103056216391
770,0.6832149893859735
771,0.7941128338771033
772,0.5020529612095425
773,0.8054741155571681
774,0.97790295640759
775,0.716531280429796
776,0.698976657525419
777,0.8352188138937668
778,0.7314427614220562
779,0.8953667423454668
780,0.7249831422186914
781,0.25435930029477427
782,0.9437436674109199
783,0.8052728252780342
784,0.7460358269489724
785,0.6089209989270269
786,0.9524325989354241
787,0.11638943009666564
788,0.6187812830361831
789,0.45151654608296615
790,0.5207566797572285
791,0.38532234779665775
792,0.9101629273084083
793,0.73699871622409
794,0.7871106494582387
795,0.9439696266637309
796,0.3701148884437788
797,0.00044055017630491257
798,0.8915759746114885
799,0.9758547487829955
800,0.6429923184027778
801,0.5319872106398458
802,0.22774830537626478
803,0.7742083119114718
804,0.9273811104933158
805,0.4759195545030095
806,0.26956021375693945
807,0.7903656231047225
808,0.19011901325087882
809,0.8866496763645594
810,0.8212569054312462
811,0.30404145084865264
812,0.3899086490725084
813,0.8767235281631025
814,0.5062692749983561
815,0.6515710235484616
816,0.9277700249926719
817,0.9270593711413608
818,0.011465878252669141
819,0.3142872757265302
820,0.5708075208820917
821,0.5794318454429767
822,0.9926029808398278
823,0.8006529733013685
824,0.9590104214076529
825,0.9835190420436601
826,0.8016871906320537
827,0.6723306953481458
828,0.5581638544601202
829,0.8186262965366031
830,0.8246534049585438
831,0.9848201661853914
832,0.19161915148109307
833,0.060432711280872554
834,0.9145650261950514
835,0.9130527938958671
836,0.9286613204878965
837,0.4701844787156031
838,0.48629865646060544
839,0.43209769291829453
840,0.29203284919650463
841,0.6898473852216369
842,0.8272898322641942
843,0.48542849313989045
844,0.7701298007438395
845,0.5194690366628664
846,0.6405645830911173
847,0.7271753772089051
848,0.3670538780226046
849,0.6508668973562513
850,0.40325080232533633
851,0.6357479541745316
852,0.44213260109598573
853,0.39063152501680715
854,0.7067160094411126
855,0.6430243535556898
856,0.6342803546624798
857,0.5415375379092221
858,0.5324647175660799
859,0.14038275880669943
860,0.8733891079200784
861,0.8615546637971242
862,0.004359864928464037
863,0.49111424859674296
864,0.4798517040348389
865,0.2273324216901947
866,0.9013302769898665
867,0.9643268718367137
868,0.5971717058784317
869,0.3032020102867573
870,0.00460252326176903
871,0.09270799261236241
872,0.8056766282813473
873,0.5227957613369436
874,0.37670213017584153
875,0.7315274061414568
876,0.7218394761305301
877,0.036766946464633805
878,0.7902840258812257
879,0.8246783090835674
880,0.3147956106028263
881,0.9289550875512458
882,0.20723670461518434
883,0.4410939313719841
884,0.882248062113569
885,0.9422478682217686
886,0.758936934237321
887,0.7088741456440962
888,0.7737337093922427
889,0.9172832427602593
890,0.9935925870373108
891,0.5937244927823444
892,0.26813987986268706
893,0.9963231926365519
894,0.9364003231673055
895,0.9265104190857826
896,0.9661702626761736
897,0.9405799317754945
898,0.7832225306311473
899,0.7249187994616881
900,0.9629969759443276
901,0.3720661838337325
902,0.009890522820919114
903,0.6105819635347514
904,0.8698391976367678
905,0.6638690030347427
906,0.9469850251707331
907,0.5332726183016229
908,0.7029958775867713
909,0.45161677429300934
910,0.3900892368408007
911,0.7451487285134987
912,0.5149787188583493
913,0.47277045071535984
914,0.8836904137362364
915,0.033275718260786354
916,0.3932294028435517
917,0.8225974429576511
918,0.4284683327400242
919,0.9306413923690502
920,0.5910772845505103
921,0.9469172587634205
922,0.9613712058331005
923,0.7587821513029802
924,0.5224059414375599
925,0.8430242257813909
926,0.8167927285890849
927,0.03875410723104939
928,0.008715915285357343
929,0.7595910622471399
930,0.5533888005634294
931,0.556050895318247
932,0.7776020959561607
933,0.5664018615474187
934,0.9835762732204882
935,0.5743058226717496
936,0.19460507386820353
937,0.29735662072841973
938,0.22214238456743182
939,0.007194771337484859
940,0.7731422673839299
941,0.006071200396989731
942,0.3883243430213638
943,0.09982414829186396
944,0.19831987779779126
945,0.6342340274104148
946,0.9858620153174755
947,0.9349017855321523
948,0.8215106645120279
949,0.010924724621334984
950,0.7182987511399839
951,0.8879422456283478
952,0.7500508012327708
953,0.7982873479911926
954,0.00376153447452739
955,0.878381237713298
956,0.05941406411131925
957,0.9940582245080545
958,0.6738158332447701
959,0.6590310282267641
960,0.044697922766064845
961,0.318812237404692
962,0.6367430767823802
963,0.9201772316676272
964,0.9624507819719403
965,0.7455336816441527
966,0.670924915141473
967,0.017712643577133202
968,0.8256630406602103
969,0.2912565266097158
970,0.98496406413485
971,0.8157141467477014
972,0.98870866520351
973,0.790684854123018
974,0.7641751314104196
975,0.8756386064608227
976,0.5565527414502309
977,0.8737338504542033
978,0.35232583082057367
979,0.8524633445507502
980,0.4385311326085242
981,0.5963357621075277
982,0.8024044275803722
983,0.517105078974432
984,0.9847619515837284
985,0.18376275152071797
986,0.8749548087783204
987,0.7456792995249234
988,0.9556698038383331
989,0.5567232570592091
990,0.2728880446480997
991,0.9222642097512832
992,0.6005947087178619
993,0.15031098792004083
994,0.693817485672327
995,0.23785075496757407
996,0.9494793975736996
997,0.4063782293912477
998,0.7016364830587345
999,0.7586119045893839
1000,0.7823401220762116
1001,0.8104824967622651
1002,0.7633886919728624
1003,0.9449525041820276
1004,0.4391070431188133
1005,0.9213771793928219
1006,0.5720977209995146
1007,0.9240955035515991
1008,0.7382906885174628
1009,0.8925509541401225
1010,0.009231293176759612
1011,0.7011658385718754
1012,0.17874979706390076
1013,0.8484740075747561
1014,0.986223462841507
1015,0.7892242356594629
1016,0.9055958498056849
1017,0.2664110767345459
1018,0.5389984592439094
1019,0.9354210977274262
1020,0.547348683744297
1021,0.8286284544839834
1022,0.8512624972866438
1023,0.011168150352668153
1024,0.6880749495957236
1025,0.5186046500596023
1026,0.9816621608987031
1027,0.9099338476504236
1028,0.28249384708458053
1029,0.8618329729975387
1030,0.9226460271613032
1031,0.03236475676879931
1032,0.6520665754927543
1033,0.7421034960486665
1034,0.8449250415441997
1035,0.9167393148959622
1036,0.5019250787050965
1037,0.9862550312147723
1038,0.6535943651696728
1039,0.011642149285251712
1040,0.4392308241153853
1041,0.4431923364676277
1042,0.3261648119725966
1043,0.4203838702822408
1044,0.7082327641341529
1045,0.07705607960207418
1046,0.49044320632444816
1047,0.968576111429299
1048,0.5169876340234358
1049,0.773204621237814
1050,0.2604860226851461
1051,0.9469509740584825
1052,0.006965729693631401
1053,0.1724010529992866
1054,0.7943721782209588
1055,0.7409291056100977
1056,0.7886201477458393
1057,0.6060600124591067
1058,0.8320267337747669
1059,0.8428981823611978
1060,0.8820617685142557
1061,0.4987125277143081
1062,0.6791479294969526
1063,0.40297362066883646
1064,0.006198914540601497
1065,0.21847851531168755
1066,0.4160135583869096
1067,0.8846274770434651
1068,0.7683371930322394
1069,0.35969115893786785
1070,0.45037806462809576
1071,0.8058888299365787
1072,0.23125218843789055
1073,0.7266367028434736
1074,0.026131061148492205
1075,0.3455241403857374
1076,0.44564213046147516
1077,0.5642388855966614
1078,0.9470224133871226
1079,0.8575046260659349
1080,0.8041940727318152
1081,0.7497534503810798
1082,0.610961596807897
1083,0.20817063933532495
1084,0.9196412083261071
1085,0.7659733994498676
1086,0.8290443510292836
1087,0.4689778478374956
1088,0.9741679807179909
1089,0.8200573232840354
1090,0.8546572345860429
1091,0.5823942072248528
1092,0.4144784351160897
1093,0.5823369335680759
1094,0.5173657802236721
1095,0.7432364099054053
1096,0.9881895646032197
1097,0.7550239947662151
1098,0.61797017546269
1099,0.8680738067028146
1100,0.8162584132708373
1101,0.35680580500530756
1102,0.4536036813236702
1103,0.6898093358571116
1104,0.2861708441218164
1105,0.49032794138088315
1106,0.47494054315331297
1107,0.8649977283523855
1108,0.5554132734553803
1109,0.5887734087721354
1110,0.6223347352056419
1111,0.8537453922884237
1112,0.41070937209548225
1113,0.5903770020941138
1114,0.5705595958298482
1115,0.35845370582179187
1116,0.5139104689013912
1117,0.41445216166811166
1118,0.790444790452792
1119,0.4715297550392647
1120,0.0007798199330514569
1121,0.8036838510158769
1122,0.33951259682243456
1123,0.6163197018719972
1124,0.8083305879441951
1125,0.19458807337824244
1126,0.3056681603035618
1127,0.9452797540272869
1128,0.8802185265374745
1129,0.75843652962058
1130,0.8882378931935665
1131,0.21403162475138576
1132,0.2210790110975585
1133,0.8474905997006541
1134,0.5031538292573255
1135,0.36929124606556946
1136,0.6726636638585272
1137,0.5861577091649552
1138,0.1949707343222362
1139,0.6994395999725714
1140,0.4707281133889604
1141,0.5392674057068604
1142,0.6338602491245124
1143,0.38247922471091195
1144,0.30244501913428606
1145,0.8134372968641839
1146,0.6886133220273611
1147,0.6071561179528934
1148,0.7047066011031953
1149,0.3788880394899002
1150,0.10765964848280543
1151,0.29022359630595734
1152,0.9546329125455815
1153,0.061373849379604696
1154,0.4222734540211497
1155,0.7528086428615249
1156,0.7012230154770249
1157,0.8351922762878222
1158,0.5630850608566184
1159,0.6064214804700053
1160,0.593354707034863
1161,0.8378814421240287
1162,0.015429444255319056
1163,0.5929569323234714
1164,0.17637463250889154
1165,0.5428442533943283
1166,0.5066689228983298
1167,0.46294720158719455
1168,0.413519067306832
1169,0.8981331940102633
1170,0.786547920405496
1171,0.5665563222913914
1172,0.9702466634161542
1173,0.0430925194278559
1174,0.2293906091076927
1175,0.7115852265706685
1176,0.7676305705219615
1177,0.4574908247854561
1178,0.6995780205583031
1179,0.9344303332582604
1180,0.730004025712156
1181,0.7334164729953183
1182,0.1283603626073034
1183,0.824084934477706
1184,0.5058527188572854
1185,0.8598771490768984
1186,0.4222494154945616
1187,0.9255128554063236
1188,0.7322968424684949
1189,0.7921774202144779
1190,0.44292800862226184
1191,0.43024060055833313
1192,0.9817321792132137
1193,0.968506661087297
1194,0.9887022459748955
1195,0.9012274704266343
1196,0.9361611280611165
1197,0.5345962837279841
1198,0.24041761217781277
1199,0.7997013558911312
1200,0.7150666621714109
1201,0.42094986590630473
1202,0.6113273970556187
1203,0.9058873729786028
1204,0.6054096996801104
1205,0.0014722006230052057
1206,0.7022492356101385
1207,0.8348462862260182
1208,0.49173266107958735
1209,0.7891381824248921
1210,0.639929818650059
1211,0.9815955157607558
1212,0.004888914377605156
1213,0.5675070218022111
1214,0.5343658926105176
1215,0.9411607580630185
1216,0.6656021378625943
1217,0.9646633360394828
1218,0.0661357829310148
1219,0.06945064222956593
1220,0.29702159771313374
1221,0.017346418914878717
1222,0.3172316457228598
1223,0.8943460213337302
1224,0.6827418873293698
1225,0.28130141973209566
1226,0.700362158997703
1227,0.9155505233981981
1228,0.1840813620307724
1229,0.8755463127256847
1230,0.9185816589230463
1231,0.7925581521128591
1232,0.614917832419817
1233,0.998687292687726
1234,0.7278958682086772
1235,0.3921000375578586
1236,0.9216741786531654
1237,0.9306987576911638
1238,0.278838284970645
1239,0.8591559062785491
1240,0.81384286701771
1241,0.41518217467665164
1242,0.9108023344777598
1243,0.4367988997017764
1244,0.9475650627189967
1245,0.3029442940312577
1246,0.7367460526723119
1247,0.9387787590845237
1248,0.6522995291154564
1249,0.036973180306089
1250,0.9321839972072871
1251,0.5928900109685576
1252,0.004764786381078639
1253,0.9791931212316776
1254,0.3036512617751342
1255,0.5800421940338576
