,NAME,RA,DEC,LAMBDA,Z_SPEC
3323,RMJ000008.0+320849.0,0.03353635019175272,32.14693388417897,29.766668,-1.0
3324,RMJ150905.9-011226.4,227.27474078068315,-1.2073288642957818,54.63228,0.3423774
3325,RMJ145627.8+043812.1,224.11579526281727,4.636698444268972,46.79122,0.2770151
3326,RMJ082506.4+261551.5,126.27672928707392,26.264312022491097,46.79122,0.33871472
3327,RMJ151223.5+174722.3,228.09810677107092,17.789515702839758,24.046053,0.15001233
3328,RMJ234602.0+270237.8,356.50835434647695,27.043819609816953,41.14688,-1.0
3329,RMJ171432.8+391523.7,258.6366333745098,39.25658551962556,83.93708,-1.0
3330,RMJ115049.1+552716.0,177.70452163338456,55.454448516939046,91.42728,-1.0
3331,RMJ084843.3+101646.8,132.18052324559739,10.279676483674573,63.373375,0.4204244
3332,RMJ230242.8+194742.4,345.67845939709207,19.795098705126083,60.71901,-1.0
3333,RMJ124356.0+274155.8,190.98329074933662,27.698841320181547,37.089058,0.19511661
3334,RMJ114820.4+102108.3,177.08515875264158,10.352300192572722,27.341127,0.1164847
3335,RMJ104119.1+565357.6,160.32947559616235,56.89933421082676,28.149641,-1.0
3336,RMJ234906.6+101015.2,357.2775771787285,10.170877094426606,97.925896,-1.0
3337,RMJ133445.3+250113.8,203.68893712220785,25.020507546862984,39.956993,0.29646647
3338,RMJ105023.8+303915.1,162.5990458775618,30.654184251493565,50.238846,0.38757116
3339,RMJ151645.1+184710.9,229.18780271730608,18.786353732177144,26.715673,0.09085864
3340,RMJ101714.2+360735.2,154.30911980916017,36.126457346197135,56.584915,0.42456642
3341,RMJ150532.1+075700.1,226.38390209708382,7.950029676047278,40.445152,0.2830837
3342,RMJ084555.7+533821.8,131.48204947606183,53.63939195536153,33.946533,0.18086813
3343,RMJ024616.0-083414.3,41.56686562331949,-8.570646605466038,64.92938,-1.0
3344,RMJ012418.4+042734.9,21.076779176146033,4.459681035175758,31.2464,-1.0
3345,RMJ094657.9+361123.4,146.74122250287246,36.18984116006739,84.15065,0.4997824
3346,RMJ140319.2+602844.7,210.82997648008921,60.479074131099146,56.417107,0.4229843
3347,RMJ095733.9+604725.4,149.39118182983216,60.790377574423836,48.85064,-1.0
3348,RMJ141016.9+364342.4,212.5703282104617,36.72844103459593,72.57213,-1.0
3349,RMJ021351.3+002802.7,33.46377473711067,0.46740633916927793,34.251633,0.18198964
3350,RMJ083454.9+553421.5,128.7286780607722,55.57263164620669,46.82173,-1.0
3351,RMJ125453.4-023722.9,193.72262985493649,-2.623027351144058,26.166494,0.12027391
3352,RMJ154527.5+175001.4,236.36449287328364,17.83373585206623,45.845413,0.32835475
3353,RMJ153501.9+062427.1,233.75809558785687,6.407519958165569,44.502975,0.34986374
3354,RMJ082718.4+082158.1,126.8267510526768,8.366138197636282,53.32035,0.3169342
3355,RMJ024407.0-054910.2,41.02923688486433,-5.819509723193428,51.230415,-1.0
3356,RMJ080551.7+042304.8,121.46557860071582,4.3846551526840605,86.393135,-1.0
3357,RMJ010040.8+002627.1,15.170006183412308,0.44084876710084875,52.176224,0.41781062
3358,RMJ134516.9-015625.7,206.32027736477914,-1.9404609702086029,25.556295,0.149912
3359,RMJ083749.8+614452.1,129.4573034320396,61.74779383042873,90.54249,-1.0
3360,RMJ165222.4+231425.4,253.09313294186978,23.240385704138554,21.757807,0.37281471
3361,RMJ072814.5+351844.6,112.06043455398137,35.31237889142676,48.53029,-1.0
3362,RMJ020055.2+120655.8,30.230003862741455,12.115490727893167,57.912094,0.36635265
3363,RMJ135158.3+610419.5,207.99310083366345,61.07207877135945,52.542343,0.3235896
3364,RMJ011812.0-100710.7,19.54989379696687,-10.119625595251039,78.18596,-1.0
3365,RMJ002237.9+102414.7,5.657841443374366,10.404085015077722,63.007256,0.4449382
3366,RMJ095810.6+551516.5,149.54421020958824,55.25459288020669,38.004356,0.21206199
3367,RMJ095036.7+222026.1,147.6529132128802,22.340581349143974,38.553535,0.19903809
3368,RMJ235454.2-070942.3,358.7257061794632,-7.161740823623514,104.07365,-1.0
3369,RMJ121630.3+004125.4,184.12621455837103,0.6903969072371337,39.346794,0.30767396
3370,RMJ160815.8+075502.6,242.06575140626722,7.917388273760196,40.567192,0.20592286
3371,RMJ162854.9+103933.1,247.22888941080384,10.659183532445802,59.98677,-1.0
3372,RMJ103840.7+041352.8,159.6697001616612,4.231343833345986,37.394157,-1.0
3373,RMJ154537.5+532416.2,236.40606177375085,53.40450014530008,35.57881,-1.0
3374,RMJ220013.6+162137.2,330.05651425127763,16.36033673983315,97.25468,-1.0
3375,RMJ095759.6+191609.7,149.4981298493528,19.269351193963676,26.883478,-1.0
3376,RMJ073322.3+414924.8,113.34295348269649,41.823551633170155,33.153275,0.20478185
3377,RMJ233628.0+305122.0,354.11673318856776,30.856100009464903,50.071037,-1.0
3378,RMJ004237.3+121425.6,10.655391688903876,12.240440360245215,35.73136,-1.0
3379,RMJ133351.1+174446.7,203.463119510416,17.746302445462753,36.35682,0.2089972
3380,RMJ130949.5+193848.2,197.45642642296235,19.646710414240104,30.178553,0.14401412
3381,RMJ073450.7+393136.9,113.71127568641204,39.52691270454777,40.9028,0.22023612
3382,RMJ162708.8+412958.2,246.7865009895632,41.49950287397508,30.727732,0.13502347
3383,RMJ092601.7+240427.9,141.50700407935705,24.074426531598633,35.79238,0.2166846
3384,RMJ074556.4+191306.1,116.48516104050273,19.21837332553417,55.28824,0.38736394
3385,RMJ080905.0+451428.8,122.27074671749693,45.24133140136705,48.4235,0.38937458
3386,RMJ090553.1-000247.5,136.47116410511526,-0.04652134418268306,48.43876,-1.0
3387,RMJ113029.5+332051.0,172.6231224131072,33.3475083550446,38.233177,0.22260867
3388,RMJ103230.2+590258.8,158.12601194049802,59.049660051678664,58.674843,0.3999932
3389,RMJ145316.4+614454.1,223.31822226771948,61.748367035262056,50.101547,-1.0
3390,RMJ072927.8+243623.6,112.36590849428269,24.60655772178469,33.519394,0.16136183
3391,RMJ110923.5+343636.3,167.34809694179887,34.61009331561289,29.598864,0.24766168
3392,RMJ015903.2+042114.6,29.763483700027336,4.354048023890614,70.07031,0.4396655
3393,RMJ093431.2-002307.7,143.62997604234164,-0.38545863631281135,49.39982,0.3420238
3394,RMJ111253.5+534949.3,168.22309635558025,53.83036005154297,40.704483,0.2155756
3395,RMJ091750.5+014605.2,139.46030102198327,1.7680977592376845,49.842216,-1.0
3396,RMJ225635.9-023458.7,344.1494980990754,-2.582978565075607,81.084404,-1.0
3397,RMJ084112.6+113742.0,130.30248185236198,11.628329370236143,74.11288,0.45906
3398,RMJ144536.7+081433.5,221.40272621339315,8.242625133982296,37.851807,0.26759878
3399,RMJ114251.2+110413.1,175.71314260052083,11.070298995976344,36.906,0.27990773
3400,RMJ233555.2+030050.6,353.97991570120433,3.014041773683258,32.970215,-1.0
3401,RMJ103308.5+090214.3,158.28531721234012,9.037315758844171,37.424667,0.226795
3402,RMJ154946.0+361925.7,237.4415287411441,36.323815394187854,40.521423,-1.0
3403,RMJ232236.4+320946.3,350.6515310581646,32.16286205981863,62.717415,-1.0
3404,RMJ230145.0+184546.9,345.43739284731197,18.763025975801554,31.21589,-1.0
3405,RMJ114251.0+391126.7,175.7125736150545,39.19074314274482,37.928078,0.231861
3406,RMJ143334.0+291654.7,218.39171712589237,29.28187127445897,50.727005,0.36706638
3407,RMJ004246.1+175737.8,10.692207650782393,17.960506937838662,50.025276,-1.0
3408,RMJ003107.9+114907.7,7.782911780131485,11.818811454552634,41.3757,-1.0
3409,RMJ003859.7+255909.6,9.748901382172221,25.985993560766214,85.38631,-1.0
3410,RMJ134502.8+164416.2,206.26172149393668,16.737826543743683,73.59421,0.42927435
3411,RMJ093024.6+021725.2,142.6026721199232,2.290325101059588,90.95437,-1.0
3412,RMJ092021.8+045023.0,140.0907908180899,4.839717890128651,38.782356,0.27018246
3413,RMJ233755.1+125732.4,354.4794397511615,12.959011296289457,48.40825,-1.0
3414,RMJ170807.3+380121.2,257.0303953250493,38.022567410306834,42.10794,-1.0
3415,RMJ103735.9+165218.8,159.39937512500222,16.871878654289635,51.413475,0.35131738
3416,RMJ020215.4+324949.6,30.56419404573478,32.83043416911154,25.159666,-1.0
3417,RMJ105657.1+531640.3,164.2380967391221,53.27785824024216,42.7334,0.31583405
3418,RMJ113634.2+501800.7,174.1424665020432,50.30019042965348,42.27575,0.33825257
3419,RMJ235438.5+021125.8,358.660381906909,2.1905001885621473,62.625885,0.41422608
3420,RMJ135106.9+113808.7,207.77885343100544,11.635760188496986,46.714943,0.32641557
3421,RMJ141219.9+205705.7,213.08280134197156,20.951575650423383,48.37774,-1.0
3422,RMJ233645.9+080945.9,354.19138679783816,8.162750914548502,67.20238,-1.0
3423,RMJ152444.6+095757.2,231.18569727793073,9.965881324917806,75.943474,-1.0
3424,RMJ165552.3+335101.7,253.96773902061585,33.850466582105845,54.23565,0.41623434
3425,RMJ221930.4+211142.3,334.8767542845872,21.1950801089062,43.969048,0.27063388
3426,RMJ144000.2+284820.6,220.00063975454037,28.805727302316026,38.400986,0.24960731
3427,RMJ163403.3+170304.9,248.51392725163748,17.051356455047177,74.479,0.4762986
3428,RMJ162939.9+343227.5,247.41613786206773,34.54096216967759,46.836983,0.38882872
3429,RMJ151423.3+433857.8,228.59714724990175,43.64938111019894,25.007116,0.23763038
3430,RMJ023938.5-043554.7,39.91025367444569,-4.598522952046885,38.034866,-1.0
3431,RMJ141935.8+064741.0,214.8993243015194,6.794708367376879,26.364809,0.11418076
3432,RMJ130046.3+180330.2,195.19282873427835,18.05839938691125,42.1232,0.34436586
3433,RMJ145233.6+505522.3,223.13980489133309,50.92284960657477,29.019175,0.13103652
3434,RMJ225656.4+244547.1,344.2349067734696,24.76306958980272,28.088621,-1.0
3435,RMJ141852.2+395756.0,214.7173044543993,39.96555534046291,40.9028,-1.0
3436,RMJ225215.1+290644.6,343.06308192877077,29.1123771228915,37.577217,-1.0
3437,RMJ083054.9+061319.2,127.72885848065744,6.221994251117203,57.866333,0.4083379
3438,RMJ124113.2+175948.4,190.3048428144466,17.9967719654861,60.24611,-1.0
3439,RMJ111027.0+092319.1,167.61267379969505,9.388631525031773,41.48249,0.4486026
3440,RMJ100140.3+135909.1,150.41776004245824,13.985852345885487,49.826958,0.38736376
3441,RMJ162714.9+394132.1,246.81226769448307,39.69226046691638,74.189156,0.5011747
3442,RMJ123128.3+382022.3,187.86787822429304,38.33952681753726,47.46244,0.38533095
3443,RMJ230432.1-031531.6,346.1336152724775,-3.258781375902261,48.77437,-1.0
3444,RMJ235436.1+022003.0,358.65042631505844,2.334175235155663,39.880714,-1.0
3445,RMJ131441.2+621848.2,198.67186867320828,62.31339773360682,27.478422,0.13203171
3446,RMJ004227.9+243641.6,10.616420986318701,24.611560860214293,41.040092,-1.0
3447,RMJ122743.2+074406.9,186.93016186204522,7.735249797859245,83.86081,0.47636238
3448,RMJ004630.3+144621.7,11.62633188324719,14.772694520862682,45.143684,-1.0
3449,RMJ225403.7+204211.5,343.51528522024637,20.703195882245176,45.128426,-1.0
3450,RMJ011935.0-080854.4,19.895979585710847,-8.14845032952213,29.21749,-1.0
3451,RMJ132706.9+314911.1,201.7786054164058,31.819760150971234,37.0738,-1.0
3452,RMJ095644.8+493047.8,149.18680870931627,49.51326754119131,35.62458,0.21095335
3453,RMJ123504.7+642203.1,188.76976523860571,64.36753049590801,26.639399,-1.0
3454,RMJ142513.6+120950.5,216.3067639800081,12.164036668293106,31.67354,0.15933105
3455,RMJ120324.9+012248.8,180.85390330404414,1.3802175732811224,60.61223,0.42062706
3456,RMJ212559.9-003155.8,321.4993848104158,-0.5321629219050182,77.04183,0.47356394
3457,RMJ025521.9-015945.1,43.84119918333239,-1.9958659034192243,31.124361,0.197128
3458,RMJ141233.2+084820.5,213.13836728351805,8.805699651515404,81.023384,0.47887442
3459,RMJ135136.3+011034.4,207.901230114206,1.1762272728517074,47.8133,0.37524003
3460,RMJ112623.9+545110.6,171.59939294913124,54.85295787971861,27.127558,0.14425959
3461,RMJ004522.8+013851.0,11.345089482729634,1.6474884047352079,50.406647,0.38581833
3462,RMJ110007.4+020252.7,165.03084816843102,2.0479817264622704,58.59857,0.40056974
3463,RMJ222836.7+073755.3,337.15272630182835,7.6320156092708915,30.971811,-1.0
3464,RMJ025921.5-082256.3,44.83977480032003,-8.382317220273682,60.61223,0.4236969
3465,RMJ094447.4+510613.8,146.1975127052283,51.103836387263435,40.796013,0.21499532
3466,RMJ083435.4+322819.0,128.64745203606893,32.47194070175977,36.05172,0.2525834
3467,RMJ122120.3+002604.0,185.3345401614304,0.43445501381040913,53.44239,0.40733436
3468,RMJ125300.6+234414.7,193.25261909015126,23.737410656587137,99.97006,-1.0
3469,RMJ004549.8-005101.5,11.457640976574226,-0.8504219875929706,27.249598,0.11127681
3470,RMJ135103.5+132429.2,207.76469727276373,13.408100102950964,43.099518,0.3185428
3471,RMJ152748.3+414429.8,231.95141517953903,41.74159918638865,28.836115,0.1482293
3472,RMJ145323.9+335254.0,223.34966006061916,33.88167960026823,57.332405,0.3670652
3473,RMJ093846.3+223851.9,144.69311878479516,22.64773924896216,38.858635,0.25027296
3474,RMJ101236.1+535304.8,153.15027975361696,53.88467387203217,51.596535,0.32947785
3475,RMJ232708.2+191722.7,351.7841970748202,19.289651511724706,38.995926,-1.0
3476,RMJ143118.6+350622.8,217.82749938823838,35.106338488825116,31.5515,0.19086258
3477,RMJ015555.4-085915.1,28.980689010708105,-8.9875388979236,45.204704,0.30204853
3478,RMJ120846.5+532001.6,182.19377878181757,53.333768330969136,26.502104,0.08131236
3479,RMJ172844.2+251706.5,262.18431857483745,25.285135354710423,69.39909,-1.0
3480,RMJ125355.1+514832.4,193.47938562230695,51.808987097615656,43.02324,0.27086776
3481,RMJ005237.9+053052.2,13.158019962080175,5.514495847169629,73.60947,0.4051632
3482,RMJ142938.8+202941.5,217.4118161748915,20.49485686040942,36.12799,0.2600474
3483,RMJ093012.0+490421.8,142.5500796546989,49.07272684556692,56.279816,0.5116067
3484,RMJ120748.1+281409.6,181.9505604846464,28.23600797662258,51.749084,-1.0
3485,RMJ150759.6+163554.3,226.99840483466872,16.59840824035042,31.566755,0.11802631
3486,RMJ131438.2+544456.4,198.65902107417392,54.74899026053431,124.54582,-1.0
3487,RMJ005127.9+284833.3,12.866183569922157,28.809236215570326,45.723373,-1.0
3488,RMJ161719.8+564856.5,244.33232765841228,56.81568498349303,27.615717,-1.0
3489,RMJ092457.4+424911.3,141.2392862404605,42.819792474091955,31.94813,0.17355388
3490,RMJ094629.2+640930.8,146.62186553740335,64.15856267655509,42.30626,-1.0
3491,RMJ012025.9-103157.0,20.108084573841268,-10.532505974621722,88.4373,-1.0
3492,RMJ081341.7+104319.1,123.42380944976858,10.72196664343424,34.404182,0.253162
3493,RMJ214538.4+033417.6,326.40989228587847,3.5715519192517236,35.273712,-1.0
3494,RMJ021649.0-012053.4,34.20435245322209,-1.348177291797827,37.668747,0.25066957
3495,RMJ101014.3+080050.1,152.55942806744616,8.013923245297912,50.574455,0.3532151
3496,RMJ234403.0+214309.4,356.0125182838165,21.71928195256619,77.94188,-1.0
3497,RMJ160713.2+280742.1,241.8051984203475,28.12835301816509,41.55876,0.30329114
3498,RMJ012621.9+270535.4,21.591078787435322,27.093179142645074,79.802986,-1.0
3499,RMJ124111.6+524301.1,190.2981727490456,52.71696068161104,34.282143,0.2292848
3500,RMJ111118.8+194002.2,167.82819883031027,19.667267167374018,105.080475,0.5787001
3501,RMJ153958.7+120710.4,234.9946861646033,12.11955740944869,59.7732,0.40441126
3502,RMJ081105.1+020134.7,122.77106590607329,2.026300835827429,22.47479,0.093853824
3503,RMJ122114.2+262834.8,185.30895861554174,26.47634702088467,30.376867,0.29380515
3504,RMJ160145.2+325709.1,240.43820294714067,32.95253378444386,39.865463,0.33050102
3505,RMJ114359.7+294022.5,175.9986254619651,29.672913088141648,43.313087,0.32167882
3506,RMJ010456.6+292543.4,16.235707328740205,29.428715271849246,79.40636,-1.0
3507,RMJ111104.2+010525.4,167.76746713147892,1.0903979283733882,27.524187,-1.0
3508,RMJ090155.4+380952.2,135.48071947099854,38.16449560348497,77.92662,-1.0
3509,RMJ125201.8+071206.8,193.0076536895221,7.201890535244491,48.4235,-1.0
3510,RMJ005703.1-025223.2,14.262824232379415,-2.8731025355763076,43.801247,0.34787226
3511,RMJ232951.1+295925.0,352.462855365086,29.990283003806905,33.977043,-1.0
3512,RMJ152418.1+352652.8,231.07559794259174,35.44799062075414,35.94493,0.23267405
3513,RMJ130846.7+040432.8,197.19460269560716,4.075775509202153,56.798485,0.3598769
3514,RMJ002610.1+360341.8,6.541999376065519,36.06160020231644,76.05026,-1.0
3515,RMJ151248.9+005616.0,228.2036267213221,0.9377728750331709,35.334732,0.21798816
3516,RMJ014606.6-015255.3,26.527532807301867,-1.8820366676221043,27.173323,0.23845486
3517,RMJ090130.0+340513.1,135.37519826243604,34.08696996416676,57.042564,0.41109368
3518,RMJ082622.9+153134.7,126.59560032234961,15.526293116328711,35.96019,-1.0
3519,RMJ015918.9+042630.2,29.828912014545892,4.441725500585467,60.947838,0.46381384
3520,RMJ075630.1+423312.1,119.12561961600122,42.55336731481547,101.1752,0.52195567
3521,RMJ140653.1+272528.8,211.72106454635426,27.42467909851275,31.902365,-1.0
3522,RMJ090752.8+453602.4,136.9700190751826,45.600668703089724,25.29696,0.18213052
3523,RMJ221445.7+282759.2,333.69039698012995,28.466431238242848,30.270082,-1.0
3524,RMJ141055.8+013800.3,212.73263210981273,1.6334116650932315,36.81447,0.17787772
3525,RMJ164211.3+512029.5,250.54701332628866,51.341517464263525,25.63257,-1.0
3526,RMJ100526.0+505840.9,151.35833505656632,50.978040256766505,36.61615,0.22763065
3527,RMJ013954.8+181006.5,24.978505218708335,18.168481195136824,34.510963,-1.0
3528,RMJ112244.9+002744.2,170.6869885683598,0.4622688606578599,25.525785,0.10053157
3529,RMJ153301.9+322039.2,233.25798264728076,32.34421762279398,34.495712,0.21236758
3530,RMJ082328.0+090530.5,125.86657748469493,9.09179399973548,36.12799,0.1765136
3531,RMJ012039.2+122347.5,20.16331577311155,12.396536874211005,91.351,-1.0
3532,RMJ072711.2+320237.0,111.79651112321493,32.04360705356398,32.619347,-1.0
3533,RMJ101213.1+054858.7,153.05462608893964,5.816311778489098,61.42074,0.41088593
3534,RMJ235848.2+195541.7,359.70076974014074,19.928239210064557,106.45342,-1.0
3535,RMJ141225.3+415218.9,213.1054786849064,41.87192255029055,39.117966,0.25115913
3536,RMJ121215.6+105917.0,183.06487341337174,10.988056918591226,38.812866,0.31935865
3537,RMJ121356.3+624559.5,183.48447801158412,62.76653964769307,38.309456,0.3735428
3538,RMJ125744.7+353950.5,194.43624369604936,35.664025936117454,62.061447,0.43911183
3539,RMJ133236.0+541901.4,203.14993062840037,54.31705407892412,27.630972,0.10654563
3540,RMJ113701.0+323406.3,174.2539619928956,32.56840626706203,33.214294,0.21139172
3541,RMJ020141.7+292051.8,30.423762409842084,29.34772713511199,91.823906,-1.0
3542,RMJ093734.6+224410.8,144.39410925494892,22.73632924875013,69.58215,0.42971978
3543,RMJ010433.8+142202.3,16.140898776074096,14.36730727709252,36.31105,0.38053486
3544,RMJ004709.0-014824.8,11.787439193317525,-1.8068920095772303,79.45212,-1.0
3545,RMJ005542.9-105448.3,13.928542118428751,-10.91342091358827,53.97631,0.41320106
3546,RMJ095252.1+204351.7,148.21698244928336,20.73101563573715,41.009583,0.24416856
3547,RMJ140238.1+012134.8,210.65883734159743,1.3596737749888006,34.83132,-1.0
3548,RMJ093325.4+104029.9,143.35588403688058,10.674980410521039,41.8181,0.36115992
3549,RMJ130006.2+193254.5,195.02564017287904,19.54847559567635,50.391396,0.31879234
3550,RMJ003115.8+190745.4,7.816029817406218,19.129285719769868,94.32572,-1.0
3551,RMJ224457.9+103414.5,341.24112610518705,10.570702979758067,37.47043,-1.0
3552,RMJ230443.6+133544.0,346.1815303129164,13.595552194604329,43.526657,-1.0
3553,RMJ133447.3+172809.4,203.6969205675411,17.469274597433465,39.316284,0.20601563
3554,RMJ075144.5+474807.8,117.93521269901866,47.802169423305145,30.544672,0.3289478
3555,RMJ125830.1+443257.0,194.62545229050522,44.54915708868812,45.601334,0.23331068
3556,RMJ091608.8+573913.5,139.0366681995028,57.653740872342404,32.802406,0.19557714
3557,RMJ132947.6+085754.8,202.44822929340432,8.965228101445136,96.81228,0.54677874
3558,RMJ115540.9+530127.4,178.92047461720864,53.02426466150666,51.916893,0.38342762
3559,RMJ122037.8+183618.1,185.15736445398255,18.60501830249937,47.06581,-1.0
3560,RMJ014827.6+140217.1,27.115042441024684,14.038095338648157,27.310617,-1.0
3561,RMJ120414.5+131730.2,181.06055717362835,13.291727844947948,46.287804,0.3181628
3562,RMJ100831.5+035726.1,152.13134809568243,3.9572411756703842,47.12683,0.3605925
3563,RMJ003300.0-013844.6,8.25013855376686,-1.6457330458747215,75.668884,-1.0
3564,RMJ012655.9+234200.5,21.73299601368865,23.700144245358405,38.797615,0.23471417
3565,RMJ002800.9+124658.2,7.00363938422737,12.782836054340319,64.79209,-1.0
3566,RMJ120844.9+293748.3,182.18696663728133,29.630094088891838,48.71335,0.37739083
3567,RMJ153911.5+323159.5,234.79786517204326,32.53319153284508,29.324274,0.36580893
3568,RMJ094758.4+632009.5,146.9931420652087,63.33596616808521,48.20993,0.38461348
3569,RMJ082251.1-000331.6,125.71311636474607,-0.05877438664764178,53.65596,0.36147225
3570,RMJ085209.0+245047.1,133.0375941486543,24.846429716418065,38.324707,0.25854868
3571,RMJ141452.6+001146.4,213.71904415379845,0.1962086954996674,27.936071,0.123938136
3572,RMJ165944.7+341028.7,254.93612044988055,34.17463401854305,40.87229,0.33797285
3573,RMJ125330.1+404040.2,193.37557229618392,40.677838232331844,27.920816,0.1922233
3574,RMJ100515.8+290242.0,151.31599380607653,29.045010692747443,54.70855,-1.0
3575,RMJ013915.7-073950.0,24.815512555574358,-7.663899213922054,42.977478,-1.0
3576,RMJ014856.2-003743.4,27.2341013612658,-0.6287089725566684,37.485687,-1.0
3577,RMJ101755.4+260639.0,154.48102854574307,26.110830098295914,47.70652,-1.0
3578,RMJ133604.0+032210.7,204.01682443017984,3.3696491373935777,36.41784,0.3221996
3579,RMJ221842.8-092138.8,334.6783130356885,-9.360789500811558,26.380064,0.18634716
3580,RMJ151856.6+224528.1,229.73599434452723,22.75781886228398,63.449654,0.37908313
3581,RMJ014351.1+091201.4,25.962932530805688,9.200388930155558,27.158068,0.15285036
3582,RMJ090256.4+554843.4,135.73504014582548,55.812060920700226,54.49498,0.4087878
3583,RMJ101817.5+120922.5,154.57279388950684,12.15624238549392,37.40941,0.24055518
3584,RMJ161913.6+212554.5,244.80654481761997,21.431794918247473,58.461273,0.38257924
3585,RMJ133934.2-001635.6,204.8926620350536,-0.27654418792319335,26.715673,0.14517756
3586,RMJ113434.6-001654.6,173.64422782628446,-0.2818250526562605,44.594505,0.33931288
3587,RMJ103955.3+141854.6,159.98034210107028,14.315176165572725,57.835823,0.38056883
3588,RMJ020002.3+133939.6,30.009681212960572,13.661006675633294,67.904106,0.43958777
3589,RMJ135905.5+103741.9,209.77304008154246,10.628311477430374,38.980675,0.23145302
3590,RMJ224454.3+105749.4,341.2261215242838,10.963718886720304,38.645065,-1.0
3591,RMJ230023.0+092134.7,345.09572149486326,9.359644870449237,32.756645,0.16390635
3592,RMJ235727.3+305231.6,359.3636378644936,30.875455438912972,28.97341,-1.0
3593,RMJ131936.5+665154.1,199.90192304466922,66.86502474523655,41.284172,0.34317213
3594,RMJ135311.4+033619.8,208.2973575312173,3.605498917153687,42.09269,0.34636104
3595,RMJ104610.7+522838.8,161.54442750280538,52.477441947957956,64.59377,0.4521403
3596,RMJ090038.5+411356.2,135.16036570344465,41.23228188466196,29.797178,0.17784914
3597,RMJ215742.2-024837.0,329.42600153938304,-2.8102868783549178,34.89234,-1.0
3598,RMJ102848.2+482942.5,157.20090865285175,48.49514324133051,52.420303,-1.0
3599,RMJ171643.0+291645.5,259.17934386563496,29.279307566054964,98.764915,0.522537
3600,RMJ013610.0+200259.3,24.041663721328916,20.04979513749698,86.820274,0.49461952
3601,RMJ231338.8+061440.0,348.4115709877013,6.244446402481823,64.59377,-1.0
3602,RMJ142859.0+014359.9,217.24572664277764,1.7332968043308326,42.67238,0.31487602
3603,RMJ143159.3+085238.4,217.9972482376837,8.877346291481153,51.077866,0.31045353
3604,RMJ233514.7+271457.7,353.81134159253804,27.249362863414284,45.174194,-1.0
3605,RMJ231903.6-084434.9,349.76498164763825,-8.743035982688706,51.062614,0.33681306
3606,RMJ100859.8+193717.5,152.2490505924757,19.62151799384528,46.058983,0.3060614
3607,RMJ100759.3+622953.4,151.9972575033504,62.49817541315477,30.544672,0.13621284
3608,RMJ212729.6+090638.7,321.8734091951032,9.110760103410065,24.030798,-1.0
3609,RMJ225618.0-091231.5,344.07489710269,-9.208751031141974,75.37904,0.41177562
3610,RMJ142815.4+384721.1,217.06424093227324,38.78918265651013,44.228386,0.37594265
3611,RMJ091642.9+172925.1,139.17883384704567,17.490310528751248,67.904106,0.45563558
3612,RMJ013321.8+314133.9,23.34069320613861,31.69275316151372,47.98111,-1.0
3613,RMJ165025.3+192403.0,252.6055614465837,19.400844152987595,32.878685,0.19317049
3614,RMJ130540.5+105951.1,196.41859605209723,10.997535645879996,35.50254,0.17374417
3615,RMJ004152.0+022212.8,10.466458566437893,2.3702291512169884,52.389793,-1.0
3616,RMJ090536.4+172744.5,136.40174049348795,17.462362320037546,62.519096,0.45369604
3617,RMJ155152.9+053159.6,237.97024442847092,5.533216736870729,39.362045,0.2504263
3618,RMJ080042.0+321727.7,120.17493820617523,32.29101526344134,32.802406,0.18723853
3619,RMJ144818.4+033144.4,222.0765967725764,3.528999284438538,29.080194,0.12425085
3620,RMJ080107.0+175845.3,120.27902684438865,17.979249604157495,35.13642,0.1440641
3621,RMJ121417.1+641236.5,183.57129836208983,64.21014029835844,49.689667,0.40844232
3622,RMJ123008.3+065920.4,187.53470267822138,6.9890099713622895,51.611794,0.37343553
3623,RMJ075056.6+155446.0,117.73576290981455,15.912784797573696,45.418274,0.2861946
3624,RMJ164055.7+324906.3,250.23195683062295,32.81842845688954,30.620947,0.13516368
3625,RMJ231334.0+003402.6,348.3917726667672,0.5673990662514286,45.113174,0.37028375
3626,RMJ084142.8+591951.6,130.42839520438318,59.33099085730918,46.91326,0.24657308
3627,RMJ010129.2+004537.6,15.371754106704401,0.7604499088187788,34.80081,0.200435
3628,RMJ080830.6+072011.5,122.12745074449549,7.336519027301215,27.814032,0.10006607
3629,RMJ082230.7+264356.2,125.62772400595725,26.732288037167823,41.070602,0.3602966
3630,RMJ120833.8+275753.3,182.14087665208672,27.964795500837305,45.174194,0.35457605
3631,RMJ161740.7+081005.4,244.41950275847378,8.168154524864217,53.36611,0.41578686
3632,RMJ003922.8-015212.5,9.845114962786482,-1.8701366751967419,27.691992,0.15316966
3633,RMJ124152.5+163322.4,190.46855853776742,16.556225392506203,37.28737,0.23884334
3634,RMJ170431.8+205256.0,256.1325955880714,20.882213907387296,39.255264,0.2617156
3635,RMJ221237.7+065000.7,333.15704914046967,6.8335287223291,49.689667,-1.0
3636,RMJ115801.2+484617.5,179.50506035816647,48.77152002471269,47.87432,0.27835444
3637,RMJ144019.9+212323.4,220.08305764206875,21.389847167033647,42.01641,0.23300517
3638,RMJ113947.9+354541.9,174.94949487403485,35.76165177147169,34.205864,0.17456995
3639,RMJ144946.9+574915.3,222.4452103173998,57.82093013884039,48.16417,0.3249917
3640,RMJ002407.2-044447.2,6.030133930303535,-4.74643822019348,52.191483,-1.0
