,NAME,RA,DEC,LAMBDA,Z_SPEC,dist
124,RMJ085612.7+375615.7,134.05288532852518,37.937681028394884,113.95887,0.41114163,0.016846422452704256
125,RMJ152138.4+320712.5,230.41005622961038,32.12012744792136,57.912094,0.11341745,1.0279430666053053
126,RMJ140117.8+250150.2,210.32399919166284,25.030605717763045,122.150795,-1.0,3.6560765489295517
127,RMJ115715.2+333638.5,179.31323546362367,33.610706938161215,86.01176,0.22043326,3.320484197713836
128,RMJ005105.2+261716.7,12.771797942357352,26.28797321810424,82.03021,-1.0,1.868610513316358
129,RMJ113534.6+210253.2,173.89408967485704,21.048100502454925,65.92096,0.16419415,0.4762078712119863
130,RMJ151253.9+141814.2,228.22475557524956,14.303951093524773,67.17187,0.18031828,3.7647893612979297
131,RMJ233326.1+092526.2,353.35868094425774,9.42395264350569,62.351295,-1.0,2.0484152987400863
132,RMJ151721.9-004256.3,229.34113123442404,-0.7156469301967044,58.125664,-1.0,0.8545219257416942
133,RMJ112815.4+254922.6,172.0640233069248,25.82293531702648,106.36189,0.33992344,2.015542309262921
134,RMJ143740.3+301200.3,219.41789823267607,30.200079209686482,97.60554,0.33983114,3.1780180692262094
135,RMJ145308.4+215339.3,223.28480803386498,21.8942388693858,68.758385,-1.0,0.004525698962323114
136,RMJ121106.6+284743.2,182.77737163411422,28.795322389121328,105.40083,0.39730233,1.1597641591200591
137,RMJ143321.8+292701.3,218.3409807782051,29.45037440805153,80.764046,0.22082463,2.2285459453271015
138,RMJ110455.5+472515.6,166.23145049284113,47.42101288520093,73.13656,0.21877946,2.5746424251931477
139,RMJ114739.1+252909.9,176.912978931759,25.486073929854776,51.947403,-1.0,2.443097279777384
140,RMJ132030.7+332614.6,200.1279105719961,33.43737609675003,60.76478,-1.0,0.3001683970744534
141,RMJ140240.4+174522.8,210.66822871550488,17.75632211513427,62.686905,0.19133049,3.081037791123282
142,RMJ130315.5+315018.5,195.81454919438488,31.83846045163863,61.008858,-1.0,0.8768603782888592
143,RMJ165443.3+400246.5,253.6803073025745,40.046244550159145,62.808945,-1.0,0.35915414500053167
144,RMJ081751.8+302109.2,124.46590519836832,30.352550087324556,119.96933,0.4094326,2.1380665898731515
145,RMJ124150.3+194655.9,190.45976022697252,19.782202782584875,91.976456,0.28660524,2.9335455488310536
146,RMJ163509.2+152951.5,248.78848636394582,15.497636327531435,143.08061,0.47448984,4.019729922600554
147,RMJ144032.0-013727.1,220.13341330676081,-1.62418757631147,88.83393,0.32227212,4.443096732737813
148,RMJ224721.9+263750.6,341.8414367274467,26.630716082849542,127.99345,-1.0,0.5099230919848841
149,RMJ112951.5+025616.7,172.46469947626252,2.9379726523747722,84.97442,0.22713777,2.2352319867711676
150,RMJ112135.9+480252.8,170.39944289194878,48.048008138842484,62.885216,0.111696124,0.015022851031144329
151,RMJ004229.4+252252.5,10.622297885917021,25.38124211943937,49.826958,-1.0,1.0279497547211143
152,RMJ004511.7+084111.0,11.298848605027956,8.686376099296877,96.58346,0.29164845,4.120561803487049
153,RMJ234024.6+103349.7,355.10248133684047,10.563807309756605,77.01132,-1.0,0.07912754502123914
154,RMJ112659.2+234420.3,171.74673846399438,23.738971858798187,92.11375,0.30025145,1.2082898542767797
155,RMJ142334.3+162840.1,215.89285895602228,16.477798457779667,73.41115,0.23599586,6.8875776107817135
156,RMJ094724.2+380845.9,146.85085849298787,38.14607394439294,137.69562,0.45155537,1.3772436559194496
157,RMJ091821.4+611029.6,139.5892214503993,61.174897211194086,83.11331,0.2794803,1.3857763978011859
158,RMJ002307.2-000348.6,5.780111977150966,-0.06350509606867402,49.170998,0.16111502,0.7523578348630172
159,RMJ002510.9+080756.5,6.295421498484075,8.132370513818138,68.13293,0.18613274,1.0438182988952882
160,RMJ222704.6-053031.9,336.76896503523085,-5.508851739836786,111.89945,-1.0,1.1356628769187789
161,RMJ094110.2+123413.8,145.29230354735324,12.57049580867383,71.41275,0.18003608,2.8285445906334385
162,RMJ115319.3+075557.0,178.3302441184142,7.932494639319433,119.16082,0.42970052,2.9677445507417413
163,RMJ145955.5+230737.6,224.9813032880457,23.127106815038424,69.64317,0.18120526,0.43854909586077984
164,RMJ011227.8+033302.0,18.115872518708898,3.550548687052951,121.83044,0.4006502,1.7397802345695363
165,RMJ094655.3+151126.5,146.73028244800727,15.190685794046916,76.29434,0.2406286,1.1448551674606966
166,RMJ084605.8+365654.4,131.5241507691578,36.94843215294033,83.18959,0.28636032,0.8424366087408619
167,RMJ111309.6+235658.9,168.29014098510163,23.949687117077964,85.59988,-1.0,0.9900536686235912
168,RMJ082930.6+370143.1,127.37754522498582,37.02864194895725,78.4758,0.32396904,3.945963999298473
169,RMJ162332.8+272149.2,245.8866421058844,27.363663093723968,132.63097,0.4286144,0.7937276468439729
170,RMJ114551.8-022010.5,176.46580071321122,-2.3362479351930587,53.48815,0.121508844,3.900156456574259
171,RMJ120435.1+035723.1,181.14640472185442,3.9564206131855975,68.56007,0.16266395,2.0190607868085166
172,RMJ082026.8+073650.1,125.11184818605564,7.6139228844242695,79.60467,-1.0,0.29022359630595557
173,RMJ113825.4+270221.2,174.60567644837727,27.039225989817176,84.9134,0.30827835,2.5729923809670354
174,RMJ133224.5+502425.8,203.10213421280994,50.40715638104107,51.855873,-1.0,0.015321358178479252
175,RMJ002016.1+000446.0,5.06713791811828,0.07945034197217102,81.145424,0.21244054,0.026322157412984694
176,RMJ115949.9+282051.9,179.95796173999105,28.347738323595543,98.368286,0.33671585,0.751785946146745
177,RMJ103652.7+445235.0,159.2194344698466,44.876391180805776,58.140923,0.12359836,3.106485432034422
178,RMJ224023.2+265741.4,340.09664013371435,26.961513479861747,84.71509,-1.0,1.099422103707181
179,RMJ012900.7-084520.2,22.25282441748736,-8.755604808670276,93.730774,0.35849252,1.1360041936276406
180,RMJ014000.8-055502.8,25.003338601269192,-5.917439176111329,124.89669,-1.0,2.8201073883936476
181,RMJ153521.7+372345.8,233.84050489542184,37.396055343540134,54.20514,0.1536661,4.264782978422911
182,RMJ120353.5+014700.5,180.9727591822912,1.7834583508627995,80.12334,0.23674636,0.17687734247169307
183,RMJ015716.0-000718.2,29.316637236655254,-0.12171413165781608,101.1752,0.38782883,0.8052728252780342
184,RMJ093356.0+385239.0,143.4834801346662,38.87750945781202,68.666855,0.24556407,1.3873703866532638
185,RMJ073720.9+351741.7,114.33720906162358,35.29491907023847,76.1723,0.21040428,4.1421543505701
186,RMJ082615.4+041652.9,126.5641681091642,4.281354111480208,41.52825,-1.0,0.7676305705219474
187,RMJ145656.7+064650.9,224.23634084731412,6.780796727198579,85.70666,0.3123292,3.6176629948440278
188,RMJ230739.9+013055.8,346.91626010307255,1.5155092100714385,107.93316,0.3881683,4.386029717226464
189,RMJ154126.5+044355.2,235.36044301080486,4.731995586641538,53.38137,0.10939936,3.3992033268346913
190,RMJ084032.7+054246.3,130.13604615299332,5.712864957495667,87.140625,0.27395806,0.02101457592724266
191,RMJ124132.9+325045.7,190.3872536389923,32.846015259889846,98.292015,0.39619008,0.006047855726596612
192,RMJ112452.3+414002.9,171.21791638941477,41.66746008575619,71.48902,-1.0,0.26906508818331626
193,RMJ084229.7+081808.2,130.62388650354953,8.302270549029993,80.626755,0.21568167,2.61560546298755
194,RMJ110310.9+041837.9,165.7952943245176,4.310533809273719,87.079605,0.32571313,2.9663777794142905
195,RMJ075822.7+264120.6,119.59443111768415,26.68905877870718,78.14019,0.23007569,0.011168150352673932
196,RMJ104311.1+150151.9,160.79618668858672,15.03108195004874,120.83887,-1.0,1.0702783617233165
197,RMJ002854.0+075006.1,7.225206091609607,7.835035389957127,78.59784,0.26629338,0.13551487138140683
198,RMJ005231.4+221533.2,13.130931643366466,22.259233626029868,66.54641,-1.0,2.6316480413537975
199,RMJ022359.1-083540.7,35.99637587178632,-8.594625744932394,79.97079,0.2704955,0.3032020102867578
200,RMJ223258.6-090335.0,338.24410601379503,-9.059714109915054,73.82304,0.2526706,3.0246282215959495
201,RMJ144457.0+313026.7,221.23756645411257,31.50742721009637,64.85311,0.21947072,5.019113766319188
202,RMJ132930.6+224302.3,202.3774651611493,22.717299915787546,105.538124,0.4396404,4.170054497439719
203,RMJ114123.3+003801.1,175.34728588219548,0.6336342197290254,71.01612,0.30976847,2.7087311082823993
204,RMJ001706.3+084944.6,4.276413742518571,8.829049400550158,54.70855,-1.0,0.6887950363169951
205,RMJ152346.5+595120.4,230.94364170564987,59.855671125581594,80.565735,0.36183465,4.328119780908759
206,RMJ145424.9+055529.8,223.60370441409225,5.924933032386042,96.65973,-1.0,4.238430236212197
207,RMJ084902.0+544341.0,132.258449606127,54.72806186016682,93.71552,0.35911435,3.318950466894436
208,RMJ133050.6-015143.1,202.71079404574354,-1.8619736305428356,61.756348,0.08786822,2.377294284950013
209,RMJ105013.0+052829.5,162.55401486238358,5.4748554571304675,111.94521,0.4188422,2.6925914166378635
210,RMJ160539.2+162610.3,241.41334901924628,16.436184163464787,56.020477,0.13538496,0.0287437822434934
211,RMJ102535.3+510554.7,156.3968780314481,51.0985249086836,56.600166,0.14188752,0.8480920590474964
212,RMJ101346.4+194549.8,153.44342443675149,19.763834172694537,56.127266,0.112411015,2.3639706964580616
213,RMJ102257.6+151120.9,155.7399313145637,15.189130806904288,62.595375,0.2555402,2.6058957171197807
214,RMJ231338.2+145015.5,348.40916784802687,14.837632289574968,59.4681,0.1631141,0.12771406288713355
215,RMJ080757.6+395225.1,121.99004890616231,39.87363152671133,33.244804,0.19182284,2.4421719111978133
216,RMJ220107.7+111805.2,330.28211022203146,11.301451919316591,74.402725,0.2381606,3.4388874040016466
217,RMJ145038.3+051744.9,222.6597371132242,5.295796640798215,58.552803,0.15945545,4.4588814585089125
218,RMJ140233.1+140823.2,210.6377198696536,14.139787888128653,71.70259,0.24612832,6.584940889360409
219,RMJ145917.2+275712.5,224.82156562562983,27.953465725528712,81.42001,0.25385934,5.220573436860838
220,RMJ145506.8+615809.9,223.7784941456913,61.96940329670838,91.884926,0.2741581,2.176489960652195
221,RMJ152459.8+373926.7,231.24919718309323,37.657425379004295,99.741234,0.40004987,2.3648871521661445
222,RMJ222409.8+001933.5,336.04089593442404,0.3259735895452938,57.454445,0.14561437,4.3288105792566345
223,RMJ084936.5+544042.5,132.40201538400382,54.678476598583565,21.651022,0.36587006,3.3550702293205363
224,RMJ151108.8+180153.3,227.786594130432,18.031470907289126,47.9506,0.11584188,0.016076465068870296
225,RMJ112701.7+170744.8,171.7571399951486,17.12910042809436,57.164604,-1.0,0.016586762789405237
226,RMJ103517.2+115959.7,158.82159862658514,11.999911864884627,89.32209,0.32236612,2.385036582866606
227,RMJ113859.5+633521.1,174.74792496257106,63.5891969959147,57.637505,-1.0,2.554149541047672
228,RMJ151840.6+061418.1,229.66908370188355,6.23836487109033,55.684868,0.103163294,0.022058399502071824
229,RMJ103444.9+061030.2,158.68687533848265,6.175059905887314,74.738335,0.30805844,1.5384524056813087
230,RMJ121716.1+104411.2,184.3171431403478,10.73643661394778,76.85877,0.28040415,1.4389654007689319
231,RMJ120413.8+531526.1,181.05761777277738,53.25725383099849,82.74719,0.305169,2.2812212776621856
232,RMJ024803.4-033145.2,42.014131239893054,-3.52922998697999,80.27589,-1.0,0.009890522820919413
233,RMJ125258.6+190851.2,193.24400013259276,19.147560765938724,66.71422,0.28638905,3.0981329663391635
234,RMJ163938.0+470310.4,249.90828250305094,47.05288370397957,61.786858,-1.0,3.132304269084376
235,RMJ170139.9+474515.0,255.41639952814944,47.754164353814076,102.92953,-1.0,3.3526567152785045
236,RMJ112229.9+212421.7,170.6247433895105,21.40603022566283,57.912094,-1.0,0.6470339946867791
237,RMJ093527.4+073026.1,143.8643512074372,7.507251447461724,68.682106,0.2152348,0.016247212895495456
238,RMJ111601.2+182423.3,169.00520304842104,18.406472883218616,113.68428,0.46652755,0.4094033148355342
239,RMJ121632.7+271035.6,184.13620968219945,27.1765427788256,79.05549,0.29262325,0.6223554956747188
240,RMJ010610.4+005120.5,16.54324207894651,0.8556917872165687,78.23172,0.26298785,0.2592137848680589
241,RMJ135548.0-022506.8,208.94982695309704,-2.41854956869483,59.101982,0.19446701,0.38354036506416855
242,RMJ132627.0+535348.5,201.61232258056583,53.896796593229034,38.263687,0.36470777,1.004866404601958
243,RMJ101633.5+244843.9,154.1397034481463,24.812201259966745,66.10402,0.1787533,0.010247065208562892
244,RMJ105244.5+163409.3,163.18553954242202,16.569247148649914,117.192924,0.44465947,0.3714215851960498
245,RMJ015825.9-014639.4,29.607968304056982,-1.7776157968718858,53.96106,0.16326544,0.010582567420401347
246,RMJ235457.8+052603.2,358.7408027468382,5.434228140013768,60.856308,0.18176946,3.114853362323146
247,RMJ010407.3+250055.2,16.03031124256421,25.015337935326404,78.90294,0.26079282,2.2630179272136646
248,RMJ132827.6+150529.5,202.11487776880531,15.091519502860068,89.88652,0.3549736,1.5166394289210812
249,RMJ144726.0+082825.1,221.8584174621521,8.473646164145524,104.485535,0.37546286,6.202639061139652
250,RMJ122751.2+632305.4,186.96340540909534,63.384828610390954,56.096756,0.14551148,0.002381480066853787
251,RMJ145318.4+412818.9,223.32675112002374,41.47191869707731,81.75562,0.33477268,4.652685909837131
252,RMJ023848.1-053927.0,39.700533587957416,-5.657513148047058,81.23695,0.29966667,2.0564061717072524
253,RMJ135238.0+044046.0,208.15849147188032,4.679435870623577,90.77131,0.40053207,2.9630226278652603
254,RMJ123105.0+155611.7,187.77102647646683,15.936582068104899,58.385002,0.19076517,0.8496019653188699
255,RMJ221516.2+255050.9,333.817624653257,25.847473647879383,85.20325,-1.0,6.730013202471398
256,RMJ144406.9+634459.6,221.02860684322758,63.74987929357779,73.73151,0.29916662,0.002009193999437028
257,RMJ024750.3-002841.5,41.95947566453239,-0.47819546188332973,87.15588,0.36115596,1.478762830025065
258,RMJ091539.0+382658.6,138.91253763011264,38.44959807286946,92.601906,0.39618242,2.633782950480738
259,RMJ093208.6+290404.1,143.03589195768896,29.067815263131827,92.20528,0.2995701,4.9915399360842
260,RMJ120358.0+012532.7,180.99166586564218,1.4257630048714687,112.78424,0.4130284,0.4885528948068473
261,RMJ101510.5+323150.8,153.7936732941738,32.53078161204653,77.19438,0.2881363,2.574117191751173
262,RMJ140451.7+470504.2,211.21536290988453,47.084492114614235,68.590576,0.2378377,3.0650871132298168
263,RMJ023909.4-010520.7,39.78927351247654,-1.0890705355736567,108.65014,0.3832849,2.948222650554611
264,RMJ144351.2+174214.7,220.96323193336843,17.704079302700364,58.96469,0.1842209,2.018999927627434
265,RMJ081543.1+323444.2,123.929485760367,32.57895210086416,105.52287,0.4080566,2.561597068231527
266,RMJ091235.9+163949.5,138.14958167009598,16.66375977474061,88.45255,0.41270813,0.7211778509082223
267,RMJ001210.7+092730.2,3.0444957317094463,9.45840201610313,60.10881,-1.0,0.7709849174653217
