,Name,RAdeg,DEdeg,z,MSZ,MCXC,RedMAPPer
507,PSZ2 G105.55+77.21,197.7544094,39.2462888,0.072,2.196282,J1311.1+3913,RMJ131124.0+391642.2
508,PSZ2 G105.76+54.73,212.5897378,59.6801202,0.316,4.414105,J1410.2+5942,RMJ141016.8+594254.7
512,PSZ2 G106.15+25.75,284.2922956,74.9308604,0.588,4.911154,            ,                    
514,PSZ2 G106.41+50.82,216.3149012,63.1859924,0.1394,2.887828,J1425.3+6311,RMJ142521.2+630921.4
516,PSZ2 G106.61+66.71,202.63554,49.1529377,0.3314,4.674128,            ,RMJ133029.5+490847.9
517,PSZ2 G106.87-83.23,10.8661755,-20.6170227,0.2924,8.12567,J0043.4-2037,                    
518,PSZ2 G107.10+65.32,203.1776746,50.5182926,0.2799,8.217337,J1332.7+5032,RMJ133238.4+503336.0
519,PSZ2 G107.11-39.50,359.7704048,21.7518131,0.53303,6.929063,            ,                    
520,PSZ2 G107.39-31.48,357.6389687,29.5399212,0.1498,3.446907,J2350.5+2931,RMJ235035.1+292944.4
522,PSZ2 G107.66-58.32,4.8949376,3.5964757,0.267,6.216138,            ,RMJ001938.7+033557.3
523,PSZ2 G107.67-39.78,0.3018777,21.5931653,0.4152,5.728785,            ,                    
526,PSZ2 G108.17-11.56,350.617708,48.7414367,0.336,7.738726,            ,                    
527,PSZ2 G108.24+58.11,207.2301211,57.3468712,0.321677,3.849495,            ,RMJ134851.6+572141.3
528,PSZ2 G108.27+48.66,216.7773374,65.6528114,0.674,4.933684,            ,                    
529,PSZ2 G108.71-47.75,3.0592162,14.0265129,0.371674,5.053808,            ,                    
530,PSZ2 G109.14-28.02,358.2865429,33.2800378,0.457,6.919559,            ,RMJ235309.7+331514.9
531,PSZ2 G109.22-44.01,2.5556376,17.755918,0.173052,3.262274,            ,RMJ001003.5+174614.9
532,PSZ2 G109.52-19.16,355.7375812,41.9132192,0.3092,5.765161,            ,                    
533,PSZ2 G109.86+27.94,275.8330354,78.3892813,0.4,5.201621,            ,                    
534,PSZ2 G109.97+52.84,209.9355974,62.5279501,0.3259,4.814389,J1359.8+6231,RMJ135950.6+623105.5
535,PSZ2 G109.99-70.28,8.4865385,-7.852819,0.304487,5.622478,            ,RMJ003353.1-075210.4
536,PSZ2 G110.28-87.48,12.2532445,-24.6702243,0.52,7.173761,            ,                    
538,PSZ2 G110.98+31.73,256.1004654,78.6324689,0.0581,6.210739,J1703.8+7838,                    
539,PSZ2 G111.61-45.71,4.6448667,16.4333791,0.5456,9.793704,J0018.5+1626,RMJ001833.6+162616.0
540,PSZ2 G111.75+70.37,198.2641617,46.2811644,0.183,4.342518,J1313.1+4616,RMJ131258.0+461530.3
542,PSZ2 G112.35-32.86,2.6883645,29.1673189,0.348114,5.499069,            ,RMJ001051.4+290940.2
543,PSZ2 G112.48+56.99,203.9932388,59.2209707,0.0701,2.991135,J1336.1+5912,RMJ133608.3+591223.2
546,PSZ2 G113.02-64.68,8.6359602,-2.1386652,0.0812,2.326696,J0034.6-0208,RMJ003505.2-020815.8
548,PSZ2 G113.29-29.69,2.9363477,32.4325265,0.1073,3.710075,J0011.7+3225,RMJ001145.3+322456.4
549,PSZ2 G113.81+44.35,213.5332229,71.2822934,0.225,4.627713,J1414.2+7115,                    
550,PSZ2 G113.91-37.01,4.9004144,25.2964982,0.371187,7.582247,J0019.6+2517,RMJ001941.3+251807.3
551,PSZ2 G114.14+58.96,201.3064943,57.58342,0.115583,2.17177,            ,RMJ132511.2+573601.6
552,PSZ2 G114.31+64.89,198.7658334,51.8328634,0.2836,6.761312,J1315.1+5149,RMJ131505.2+514902.8
553,PSZ2 G114.39-60.16,8.6221707,2.422626,0.368318,5.775038,            ,RMJ003428.2+022522.6
554,PSZ2 G114.39-20.98,2.2522462,41.1781703,0.1537,3.812736,J0008.9+4110,                    
555,PSZ2 G114.79-33.71,5.145635,28.6656977,0.094,3.824416,J0020.6+2840,RMJ002037.2+283934.2
556,PSZ2 G114.81-11.80,0.375828,50.2752431,0.25,4.431402,            ,                    
557,PSZ2 G114.83+57.25,201.4457087,59.3304666,0.169517,3.273393,J1325.8+5919,RMJ132549.7+591949.0
558,PSZ2 G114.90-34.35,5.3525622,28.0504305,0.0948,2.472321,J0021.5+2803,RMJ002136.8+280301.8
560,PSZ2 G114.99+70.36,196.7285858,46.5257494,0.2259,5.702224,J1306.9+4633,RMJ130645.7+463330.8
561,PSZ2 G115.25-72.07,10.4718537,-9.3464342,0.0555,4.918354,J0041.8-0918,RMJ004143.0-092621.9
563,PSZ2 G115.58-44.56,7.3619532,17.9946951,0.17,4.316092,            ,                    
564,PSZ2 G115.65+41.66,213.3063164,74.2920474,0.2195,2.894835,            ,                    
565,PSZ2 G115.67-27.57,5.0172356,34.8528722,0.457297,5.312188,            ,RMJ002008.5+345118.2
566,PSZ2 G115.72+44.03,209.9422379,72.1211964,0.2143,3.778043,J1400.2+7207,                    
568,PSZ2 G116.24-72.94,10.8721714,-10.1752682,0.501893,5.874784,            ,RMJ004330.7-101009.1
569,PSZ2 G116.32-36.33,6.9293898,26.2373167,0.3668,5.309893,J0027.8+2616,RMJ002745.8+261626.4
570,PSZ2 G116.50-44.47,8.0345191,18.153636,0.395647,7.608656,            ,RMJ003208.2+180625.3
571,PSZ2 G116.79-09.85,2.8907719,52.5405247,0.104,3.357418,            ,                    
572,PSZ2 G116.95-53.55,9.2672275,9.1535563,0.2546,6.433114,J0037.0+0909,RMJ003706.8+090924.1
575,PSZ2 G117.98-55.88,10.0670963,6.8795073,0.0395,1.668487,J0040.0+0649,RMJ003956.0+065054.8
576,PSZ2 G118.03+31.10,238.7603531,84.163702,0.194,4.331743,            ,                    
577,PSZ2 G118.34+68.79,195.3483931,48.2418566,0.254879,3.774225,            ,RMJ130122.0+481545.0
578,PSZ2 G118.39+42.22,205.4878996,74.4514115,0.478,5.507178,            ,                    
579,PSZ2 G118.46+39.32,208.6942852,77.2477318,0.3967,6.004693,J1354.6+7715,                    
582,PSZ2 G118.58+28.57,261.2307967,85.8912428,0.178,5.982977,J1723.7+8553,                    
584,PSZ2 G118.92+52.38,198.5514249,64.5642919,0.22,4.387726,J1314.4+6434,RMJ131425.0+643644.6
585,PSZ2 G119.30-64.68,11.3099719,-1.8576375,0.556769,6.371614,            ,RMJ004512.5-015231.7
586,PSZ2 G119.38+46.85,199.9846329,70.0739098,0.3275,4.107369,J1320.0+7003,                    
587,PSZ2 G119.92+59.12,195.7642265,57.9334257,0.1961,3.437462,J1303.0+5756,RMJ130255.3+575525.4
588,PSZ2 G120.08-44.41,10.7147999,18.4071274,0.2668,4.64691,            ,                    
593,PSZ2 G121.03+57.02,194.9266171,60.0741057,0.344,5.691854,            ,RMJ125941.5+600305.5
594,PSZ2 G121.13+49.64,195.886937,67.441544,0.221,3.172016,            ,RMJ130240.3+672841.0
595,PSZ2 G121.77+51.75,194.5722833,65.3599587,0.233215,3.982594,            ,RMJ125827.8+652131.1
597,PSZ2 G122.30+54.52,193.6463421,62.5963199,0.318225,4.528066,            ,RMJ125443.6+623347.1
598,PSZ2 G122.47-38.41,12.4688868,24.4526736,0.0815,2.519945,J0049.8+2426,RMJ004949.8+242702.0
600,PSZ2 G122.89-36.82,12.8245606,26.0509573,0.345787,5.566731,            ,RMJ005123.6+260452.3
601,PSZ2 G123.00-35.52,12.9230973,27.3460643,0.379705,6.471867,            ,RMJ005138.6+271959.9
604,PSZ2 G123.55-10.36,13.8632081,52.5022921,0.107,4.140384,            ,                    
605,PSZ2 G123.66+67.25,192.4223064,49.8717621,0.283797,4.382718,            ,RMJ124930.9+494902.3
606,PSZ2 G123.72+34.68,187.9436166,82.4100317,0.2053,3.822905,J1231.3+8225,                    
609,PSZ2 G124.20-36.48,14.0018036,26.3783618,0.1971,7.654182,J0055.9+2622,RMJ005600.3+262032.3
613,PSZ2 G125.30-27.99,15.4081133,34.8345498,0.223276,5.024782,            ,RMJ010140.9+345028.5
614,PSZ2 G125.37-08.67,16.981675,54.1188704,0.1066,5.847818,J0107.7+5408,                    
617,PSZ2 G125.68-64.12,14.0605154,-1.2819147,0.0442,3.429742,J0056.3-0112,RMJ005625.6-011544.9
618,PSZ2 G125.71+53.86,189.2250826,63.1842994,0.3019,6.551286,J1236.9+6311,RMJ123658.6+631114.1
620,PSZ2 G126.07-49.55,14.9524137,13.2644282,0.493849,4.498388,            ,RMJ005936.8+131020.8
621,PSZ2 G126.20-33.17,16.0135933,29.6172174,0.357968,5.450941,            ,RMJ010415.0+293335.1
625,PSZ2 G126.61-37.63,16.0783589,25.1450108,0.166147,3.836416,            ,                    
628,PSZ2 G126.72-72.82,13.9971435,-9.9879138,0.0535,1.502337,            ,RMJ005604.1-095521.2
629,PSZ2 G127.01+26.21,89.7625359,86.2399092,0.63,7.342403,            ,                    
631,PSZ2 G127.44-34.74,17.0569027,27.9786143,0.248664,4.898508,            ,RMJ010819.0+275802.1
632,PSZ2 G127.50-30.52,17.516439,32.1829131,0.352803,5.288989,            ,RMJ011007.2+321048.7
633,PSZ2 G127.71-69.55,14.5388855,-6.7505932,0.119261,4.060239,            ,RMJ005815.8-065213.7
634,PSZ2 G127.86+45.05,181.7468564,71.6464721,0.1912,2.880585,J1206.9+7139,                    
636,PSZ2 G128.18-51.08,16.2287004,11.6444701,0.545703,6.590203,            ,RMJ010456.6+113905.5
637,PSZ2 G128.26+43.03,179.0066067,73.5113439,0.083,1.854666,J1156.0+7325,                    
638,PSZ2 G129.78+16.85,45.9270641,77.9273114,0.41159,6.193617,            ,                    
640,PSZ2 G130.13-17.02,22.6750709,45.2941544,0.2137,4.900003,            ,                    
641,PSZ2 G130.21-62.60,16.2029055,0.0743169,0.277,5.708627,            ,RMJ010455.4+000336.3
642,PSZ2 G130.25-26.50,20.9523665,35.9025498,0.216,4.489789,            ,                    
644,PSZ2 G131.06+29.98,126.5884789,82.31059,0.2,4.249435,J0825.7+8218,                    
648,PSZ2 G132.29+44.51,171.9215869,71.0596055,0.1525,2.754616,            ,                    
649,PSZ2 G132.47-17.27,25.7211072,44.6391028,0.341,9.015773,J0142.9+4438,                    
650,PSZ2 G132.54-42.16,20.4346275,20.13982,0.193982,3.986756,            ,RMJ012141.4+200538.5
651,PSZ2 G133.59+50.68,176.7039762,65.0890902,0.529308,5.158692,            ,RMJ114649.1+650506.8
652,PSZ2 G133.60+69.04,187.2235268,47.6123468,0.254,5.877626,J1229.0+4737,RMJ122902.5+473720.6
655,PSZ2 G134.52+31.98,131.3692006,78.8111544,0.1288,2.47134,            ,                    
656,PSZ2 G134.59+53.38,177.7968843,62.3577551,0.3452,4.454914,            ,RMJ115049.1+621948.4
657,PSZ2 G134.64-11.80,30.6528479,49.4457934,0.207,5.191344,            ,                    
658,PSZ2 G134.70+48.91,173.3085486,66.3869394,0.116,3.404457,J1133.2+6622,RMJ113314.7+662246.3
659,PSZ2 G135.03+36.04,146.7680098,76.3875916,0.345,5.619797,J0947.2+7623,                    
660,PSZ2 G135.06+54.39,178.0903179,61.3190637,0.3169,5.40514,            ,                    
661,PSZ2 G135.17+65.43,184.8204801,50.9216783,0.543612,6.005507,            ,RMJ121912.2+505435.3
662,PSZ2 G135.19+57.88,180.5386939,58.0592837,0.1031,2.214468,J1201.9+5802,RMJ120203.8+580208.2
663,PSZ2 G135.70+32.52,131.9362218,77.6889118,0.26,4.201044,J0847.7+7741,                    
664,PSZ2 G135.76-62.03,18.836762,0.2381362,0.045,1.523346,J0115.2+0019,RMJ011515.8+001248.4
669,PSZ2 G136.64-25.03,28.2987966,36.1888175,0.0163,1.120883,J0152.7+3609,                    
670,PSZ2 G136.91-53.21,21.2744804,8.7376515,0.0491,1.831557,J0125.0+0841,RMJ012507.6+084157.2
671,PSZ2 G136.92+59.46,180.0851716,56.2523598,0.065,1.808754,J1200.3+5613,RMJ120013.9+561502.4
675,PSZ2 G137.74-27.08,28.7835214,33.9443234,0.0872,2.833728,J0155.1+3355,                    
676,PSZ2 G138.11+42.06,157.0566012,70.5885738,0.496,6.641296,            ,                    
677,PSZ2 G138.32-39.82,25.5156666,21.5330204,0.2803,5.984324,J0142.0+2131,                    
678,PSZ2 G138.61-10.84,36.7784939,49.086208,0.702,9.480788,            ,                    
679,PSZ2 G138.97+40.56,152.3580503,71.1359459,0.1927,3.452167,J1009.3+7110,                    
681,PSZ2 G139.18+56.37,175.5928396,58.5226642,0.322,6.867679,J1142.5+5832,RMJ114224.8+583205.6
682,PSZ2 G139.62+24.18,95.5191767,74.6809954,0.267,7.612033,            ,                    
684,PSZ2 G140.63+29.45,115.5205773,74.2535522,0.2149,5.024277,J0741.7+7414,                    
685,PSZ2 G140.90-52.52,23.8103733,8.8101215,0.53877,7.431686,            ,RMJ013516.8+084750.5
686,PSZ2 G141.05-32.61,30.0904732,27.8207755,0.554472,6.923885,            ,RMJ020017.0+274821.2
688,PSZ2 G141.77+14.19,70.2801139,68.1899535,0.83,7.663842,            ,                    
690,PSZ2 G142.18-53.27,24.3417791,7.875386,0.3652,5.989572,            ,RMJ013717.7+075451.5
691,PSZ2 G142.20+37.25,139.6125857,70.8565677,0.284,4.447463,            ,                    
694,PSZ2 G143.00-77.70,17.2085295,-15.5165591,0.0533,1.844464,J0108.8-1524,                    
695,PSZ2 G143.26+65.24,179.8426534,49.7741689,0.363353,7.649124,J1159.2+4947,RMJ115914.9+494748.4
696,PSZ2 G143.44+53.66,168.7488699,59.4512509,0.366351,5.30871,            ,RMJ111456.8+592649.3
697,PSZ2 G143.62+42.61,150.8432145,67.1370845,0.206,4.94657,J1003.1+6709,                    
701,PSZ2 G144.33+62.85,177.3061544,51.608566,0.132,2.657646,J1149.0+5135,RMJ114852.3+513308.0
702,PSZ2 G144.81-49.86,27.0058028,10.5845806,0.19,4.38543,            ,                    
703,PSZ2 G144.83+25.11,101.9623274,70.2573432,0.584,8.221205,J0647.8+7014,                    
705,PSZ2 G144.99-24.64,37.1890919,34.0270011,0.19,4.245301,            ,                    
706,PSZ2 G145.19+32.14,122.7691903,70.0489684,0.223,4.870073,J0811.1+7002,                    
708,PSZ2 G145.65+59.30,173.1514031,54.2102086,0.347477,4.731703,            ,RMJ113241.9+541310.4
709,PSZ2 G145.92-12.53,45.1748263,44.4915143,0.03,1.91212,J0300.7+4427,                    
710,PSZ2 G146.00-49.45,27.8849718,10.7069487,0.097,3.877101,            ,                    
714,PSZ2 G146.35-15.59,43.6665283,41.6040633,0.0172,1.957186,J0254.4+4134,                    
715,PSZ2 G146.82+40.97,144.1849163,65.9751947,0.259,4.489098,            ,                    
717,PSZ2 G147.11+21.84,94.6302382,67.4056435,0.1127,3.380101,J0618.6+6724,                    
718,PSZ2 G147.14-20.56,41.5339378,36.857099,0.0488,2.100583,J0246.0+3653,                    
720,PSZ2 G147.88+53.24,164.3923732,58.018728,0.6,6.46858,            ,RMJ105731.0+575945.8
721,PSZ2 G148.36+75.23,184.6185275,40.2211166,0.3038,4.752996,J1218.4+4013,RMJ121826.4+401328.8
723,PSZ2 G149.22+54.18,164.6039329,56.7926202,0.1369,5.865067,J1058.4+5647,RMJ105823.7+564742.0
724,PSZ2 G149.39-36.84,35.3752965,21.3546368,0.17,5.41687,            ,                    
725,PSZ2 G149.63-84.19,15.6691147,-21.9120876,0.0569,3.017628,J0102.7-2152,                    
727,PSZ2 G149.75+34.68,127.7147488,65.86229,0.1818,8.859059,J0830.9+6551,                    
728,PSZ2 G150.24+48.72,155.8513528,59.8084612,0.2055,3.559362,J1023.3+5948,RMJ102320.8+594839.7
729,PSZ2 G150.56+46.67,152.1830033,60.7777985,0.398297,5.213355,            ,RMJ100838.3+604644.2
730,PSZ2 G150.56+58.32,168.7952399,53.3275392,0.47,7.552688,            ,RMJ111514.8+531954.6
732,PSZ2 G150.90-39.05,35.4972334,18.8491828,0.2249,5.001371,            ,                    
733,PSZ2 G151.19+48.27,154.4084204,59.5509862,0.289487,5.080495,J1017.5+5934,RMJ101734.3+593339.8
734,PSZ2 G151.62+54.78,163.7127673,55.3609577,0.486423,5.36529,            ,RMJ105452.0+552112.6
